turn,text
66,"het lusten ons uw zin en inzien te verstaen , op een gewightigh stuck , dat zalme niet mislucken . het wit zijn Michaël de slaghveer uit te rucken , op dat ons toelegh niet op zijn vermooog stuiten ' . Hy voeren met zijn arm zoo veele Orakels uit , als oit de godtheit hebben met haere hant drijven in eeuwigh diamant : daer wort de mensch heffen in top de hemel , door al kreits heen , en zien het Engelsdom zoo diep , zoo laegh , beneên zijn voettapijt , in stof vast grimmelen , als worm . het lustme met gewellen die zetel te bestormen , en op te zetten by dat opzet , in een ' slagh , al teffens wat mijn staet , en star , en kroon vermagh ."
67,"een loffelijck bestaen : dat uw kroon vermeere , en aenwasse op die voet . ick reken my tot eere te raden , onder u , tot zulck een braaf daet . het zy die recht en wel , of averechts beslaet , de willen zijn prysselijck , al willen het niet gedyen . maer om niet reuckeloos noch radeloos te stryen , hoe treet men allerbest tot zulck een stout bestaen ? hoe veilighst tegen 't punt van het raetslot aengegaen ?"
68,men kante hier met list ons eigen raetslot tegen .
69,"dat zeggen hebben wat in . lenen maght te weegen in eene zelve schael met d'almaght ; haer gewicht Weeght over . wacht u kroon : wy vallen veel te licht . Zoo licht niet , of de kans zullen eerst in twijffel hangen . Van wien , of hoe , of waer die aenslagh aengevangen ? het overpeinzen quest alree Godts majesteit ."
70,"men houden haer ongequetst , en stappe met beleit die steil steilte op , en noit gebaen rots . beleit en moeden verwinnen , en durven gevaeren trots ."
71,"geene Almaght , noch haer kroon : men koomze niet te na , te zy men leeren willen met naberou te spa . de minder moeten gedwee voor zijn meerder wijcken ."
72,"Laet d'almaght rusten : zetten gelijckheien en gelijcken te zamen . laet eens zien wie wapen zwaerder weegh ' . ick zien ons vyanden gevlught , de hemel leegh met eenen slingerslagh ; ons heiren overladen Van heerelijcken roof : dan wyder zich beraeden ."
73,"Ghy weten wat Michaël , Godts Veltheer , al vermagh : Godts regement staen verplichten aen zijn gezagh . Hy draeght de sleutel van het wapenhuis , hier boven . de wacht zijn hem betrout . hy houden op al hof Getrou een waeckende oogh , zoo dat'er niet een star van al het hemelsch heir , in 't weinig , zich reppen dar . noch op die hemeltoght uit zijn gelit verroeren . men vanght haest aen , maer zulck een oorlogh uit te voeren , dat draven ons maght voorby , en sleipt een ' lang staert Van zwaricheden na . wat tuigh , wat stormgevaert kunnen tegen hem bestaen , en d'opperbende sloopen ? al zetten 's hemels slot zijn diamantpoort open , het vrezen list , noch laegh , noch overrompeling ."
74,"indien men ons besluit bekrachtigh ' met de kling , Ick zien de morgenstar op ons hooog standeren braveeren , 's hemels staet en heerschappy veranderen ."
75,"de Veltheer Michaël voeren , ruim zoo trots en fier , godts wonderlijcken naem in 't veld van zijn banier , De Son in top ."
76,"wat baet een naem met licht schrijven ? een heldenstuck , als dit , wort geensin doordrijven met tittelen , en pracht , maer dapperheit , en moeden , en treek , van vernuft en loosheit uitgebroet . Ghy zijn een meester , tuck om geest in te luien , te rijgen aen uw snoer , te leiden , op te ruien . Ghy kunnen bederven zelfs de vroom van de wachten ; en leeren weifelen wat noit op weiflen denken . begin , wy zien Godts heir gereeten aen twee deelen ; de hoofd en de leên aen het muit , en krackeelen ; de meest maght alree geblintdoeckt , en verdoven , en overste en elck vast roepen om een hooft . Indienghe een vier deel op ons zy kunnen troonen , men zullen u kloeck beleit met eere en ampten kroonen . gaan heen , en overlegh dit stuck met belial : het moet'er duister zijn , daer hy verdoolen zullen . zijn troni , gladden vernissen van veinzen en bedriegen , in het mom niemant kennen , die haer voorby kunnen vliegen . ick stijgh te wagen : legh het over met u twee . de hofraet zijn vergaert , en wachten ons komst alree . men zullen , zoo dra ghy komen , u beide binnen roepen . heer overste , bewaeck de hofpoort met uw troep ."
77,godts Stedehouder dienen zich van ons beide om hoogh .
78,"Wy vlieg te gelijck , als pijl van zijn ' boogh :"
79,"en doel op een wit , doch hachelijck te raecken ."
80,"staan vast , de hemel willen van desen aenslagh kraecken ."
81,Laet kraecken al wat willen : het moet'er nu op staen .
82,hoe grijpen wy dit stuck met kans en voordeel aen ?
83,de wapen die ons : men moeten van het heir beginnen .
84,"de hoofd eerst , met een de stoutsten zien te winnen ."
85,"door iet wat glimpelijx , en met een ' schijn verbloemen ."
86,Zoo geven het dan een ' naem : laet hoor hoe ghy het noemen .
87,"men hanthaef het Engelsdom , zijn hantvest , eer , en staeten . en kieze een hooft , waer op zich ieder magh verlaeten ."
88,"dat hebtghe recht vatten : ick wensch geen schooner stof , noch zaet tot muitery , om burgery en hof te schennen tegen een , en schaeren tegen schaeren : want ieder zijn gezint zijn ' staet en eer te waeren , en wettigheit , waer toe d'almogentheit hem roepen , eer zy de mensch vormen , en zoo veel spader scheppen . het hemelsch palais zijn ons tot erf geven . Den geest , die dus hoogh op hunne vleugel zweven , en , vry van lichaeem , niet zacken naer om laegh , passen goed dit gewest dan het aertsch geslacht , te traegh om tegen zijn natuur te kies deze booog . hier vallen de dagh te sterck , te krachtigh , en hun ooog verdraegen geensin 't licht , ons vroeg aengewennen . de mensch bewaere dan zijn eigen element , als andre dier : hy genoegh ' zich met de paelen van zijn rijcken hof . het rijzen en het daelen van zon en maen verdelen ' de maenden , en het jaer . Hy nemen ' de rond loop de heldre starren waer . Hy nuttig zijn ooft , en al de geur de kruid , en keer ' zich oost , en west , te noorden , en te zuiden . dat zy zijn tijtverdrijf ; en wat behoeven hy veel ? wy kennen nimmer hier een ' aertsch opperheer . Zoo sluiten ick . kuntghe , helpen die zin beknopter uiten ."
89,Den mtensch in eeuwigheit te hemel uit te sluiten .
90,"dat klinckt al Engelen te wonder wel in 't oor . dat vlieght , gelijck een vier , van 't een innen ander koor , door negen ordens heene , en al hierarchij ."
91,"Zoo zullen men allerbest versuffen traegheit mij en . ons heil en uitkomst hangen aen snelheit , en aen spoet ."
92,"niet min aen kloeck beleien , en dapperheit , en moeden ."
93,"die zullen , door toeval van ontelbre vaenen , groejen ."
94,"Zy morren vast : men moeten hier heimlijck onder roejen , zich mengen in die hoop , en voeden hun beklagh ."
95,"dan dienen Belzebub , een Vorst van groot gezagh , zijn wapen aen hun klaght en wettigheit te hangen ."
96,"niet plotsling , maer allengs , en als door zijde gang ."
97,de stedehouder met zijn tegenwoordigheit Bie zelf de stercke hant aen zulck een trots beleien .
98,"Wy zullen in de Raet zijn ' zin en voorstel hoor : Hy veinze voor een poos , en geven in het enden de spoor Aen het opgeruide heir , verlegen om een hooft ."
99,"aen het hoven hangen al de zaeck . hoe veel ghy hun beloven , Zy zullen zonder hooft die optoght niet beginnen ."
100,"wat ree gewinnen zijn , behoeven men niet te winnen . wie veel gequetst wort in zijn heerlijckheit , en staet , die gelen het eerst ; die stapp ' vooraen , en slaan de maet in zoo veel duizend ."
101,"de billijckheit en reden Vereeren hem dees kroon : doch eerwe diep treden , Zoo laet ons al het gevaer eerst weegen , niets bestaen , of al de Hofraet steeck ' hier zelf zijn zegel aen ."
102,"hoe zien de hoffelijcke gevel Zoo root ? hoe straelen het heiligh licht Zoo root op ons gezicht , door wolcken en bedroefd nevel ? wat damp , wat missen betreckt dat zuiver , noit bevleckt , en louter saffier ? die vlam , die glans , dat vier van 't helder alvermogen ? hoe schijnen ons nu de diep gloet Der Godtheit toe , zoo zwart als bloet ? die flus zoo klaer al ooog Verheughde ? wie begrijpen , wie kennen deze oirzaeck , onder d'engelsdom , die , boven Adams element , noch flus op galm van keelen zwemmen ; op lucht van geest , in de glans , die Galery , en tin , en trans , gewelf van koor en hof vergulden , en met een ziel van vreught vervullen al wat hier boven leven , en zweven ? wie is'er , die ons reden geven ? toen wy , op Gabriëls bazuin , ontvonckten , en een nieuw wijs aenhieven , Godt te prijs ; de roozegaerden , en de tuin van het hemelsch paradijs , door zulck een ' dau en spijs van lof en zang verblijt , ontloocken ; schijnen de Nijt van onder in te sluipen . een groot getal de geest stom , en bleeck , en dootsch , gaan , drom by drom , Misnoegend heenedruipen . de winckbraeu hangen verslenst op het oogh . het glad voorhooft zetten een rimpel . de hemelduif , hier om hoogh , onnoozel eerst , oprecht , en simpel , Aen 't zucht slaan , zoo het schijnen ; als of de hemel vallen te kleen voor haer , toen Adam wieren verkiezen , en zulck een kroon de mensch bescheren . dees smet ontstellen het oogh van het licht . z'ontsteecken die vlam in Godts gezicht . Wy willen ons uit liefde in 't midden van hun mengen , en deze oploopentheit weêr tot bedaeren brengen . het drie bedryf ."
103,"hoe kunnen men in zijn waen zoo vroegh bedriegen worden hoe zijn het alree verkeren ! wy schatten niemants orde geluckiger dan d'onze , in dit opgaen Rijck , ja achten ons Staet de oppersten gelijck , en onveranderlijck , en boven het aertsch gezegenen ; wanneer ons Gabriël met Godts bazuin bejegenen , en uit de goude poort verbaestmet dit gebodt , het welck al het Engelsdom versteeckt van het hooghste lot , hun uit de vol schieten de godtheit eerst geschoncken . daer leggen wy te laegh , en zien de schoone voncken en straelen van ons eere en heerlijckheit blussen , de gansch Hierarchy de hemels ongerust , Den mensch , in top van Staet en maght , zoo trots verheffen , dat wy , als slaaf voor zijn heerschappye beven . o onverwacht slagh , en staetverwisseling ! och treurgenooten , zetten u hier in eenen ring in het ronde : zetten u hier te zamen : helpen ons treuren , en zuchten : het zijn tijt ons feestgewaet te scheuren , te klaegen : niemant kunnen te weinig ons dit verbiên . de blyschap smilt , en zullen nu d'eerste droefheit zien . helaes , helaes , helaes , gebroeders , hemelreien , Leght af uw hooftcieraet ; veranderen uw lievrei , en vrolyckheit in rou ; slaet neêr uw aengezicht . zoecken schaduwen , als wy . de droefheit schuwen het licht . een ieder volge ons stem , en bang jammerklaght . verdrinckt in jammer : zinckt in droevig gedacht . het klaegen helpen , en zetten de droefheit oock van 't hart . nu scheppen in kermen lusten : het kermen helen de smart . nu roepen uit eenen mont , en volleght ons misbaeren . helaes , helaes , helaes , waer zijn ons heil gevaeren !"
104,"wat weeklaght horen men hier ? onaengenamen toon , de hemel yst hier af . dees lucht zijn niet gewoon te hooren een muzijck van druck op nooten galmen door 't juichen gewelf . triomf , krans , palm , en harp passen ons , en snaeren . wat willen dit ? wie of hier hangends hoofts in een krimpen zitten , verlaeten , en bedruckt , en zonder noot beladen ? wie geven hun treuren stof ? wie kunnen deze oirzaeck raden ? mijn reigenooten , volght : het zijn noodigh dat men vraegh ' naer d'oirzaeck van hun leet , en deze donckre vlaegh Van droefheien , die de glans van ons pracht ontluisteren , het licht van het eeuwigh feest benevelen , en verduisteren . de hemel zijn een hof van weelde en vreught en vree . hier nestelen aen dit dack noch rou , noch hartewee . mijn reigenooten volght , en troostze in hun bezwaeren ."
105,"helaes , helaes , helaes , waer zijn ons heil gevaeren !"
106,"genooten van ons heil en blyschap , broeder hoe ? o zoon van het vrolijck licht , hoe dus bedroeven te moe ? wie geven u stof aldus te jammeren , te treuren ? Ghy hebben beginnen het hoven te hemel op te beuren , te bloeien in de dagh , die neêrstraelt van Godts glans . de hemel broght u voort , om vlugh , van trans in trans , van het een in 't ander hof , te steigeren , te zweven , in het onbeschaduwen licht , vernoeght verzaet te leven , op een geduurigh feest , te smaecken het hemelsch mann ' Van Godts onsterflijckheit , in een gerust gespan Van feestgenooten . hoe ? dit voeght geen burgeryen Van Englestadt , ô neen : dit voeght geen Heerschappyen , geen maght , Troonen , noch geen heerschend Hemelsdom , Ghy kroppen uw droefheit in , en zitten versuffen , en stom . Laet hoor wat u deren : ontdeckt het uw gespeelen ontdecken uw hartquetzuur , dat wy die mogen heelen ."
107,"och broeder , vraeghtghe noch met errenst wat ons letten ? Ghy horen , zoo wel als wy , wat Gabriël trompet : hoe wy , door 't nieuw bevel , van ons staet vervallen in eene slaverny de aerde en zoo veel ziel als uit een luttel bloets en zaets te spruit staen . wat zijn by ons alree mishandelen , of misdaen , dat gden een waterbel , vol winnen en lucht blazen , verheft om d'engelen , zijn zoonen , te verbazen ? een basterdy verheffen , gevormen uit klay , en stof ? Wy zijn pas gewijt tot pylers van zijn hof , bekleedden ons plicht , als trouw rijxgenooten , en worden op een ' sprongh bannen , en gestooten uit deze waerdigheit , verdruckt te streng , en straf , de hantvest en het recht , dat ons de godtheit geven , Wort ingetrocken , en , in stede van regeeren met Godt , en onder Godt , zullen Adam triomfeeren , en heerschen , in zijn bloet en afkomst , onbepaelt . de zon de geest zijn te plotseling gedaelen . och lotgenooten , volght ons droefheien , en misbaeren . helaes , helaes , helaes , waer zijn ons heil gevaeren !"
108,"Ontsteltghe u om de last van Godt en Gabriël ? dit schijnen een razerny . wie durven het hoogh bevel berispen ? wie verwaent de godtheit wederstreven ? Wy zijn houden gden zijn recht en eer te geven , te rusten in zijn wet . wie treet hier in geschil met Godts almogentheit ? zijn wenck , en woort , en willen Verstrecke ons eene wet , en maet , en vast regel . wie tegenspreecken , die breeckt de alderhooghsten zegel . gehoorzaemheit behaeght de Heerscher in dit Rijck veel veel dan wieroockgeur , en goddelijck muzijck . Ghy zijn [ och , zijn zoo trots en hoogh niet in uw wapen , ] tot onderdaenigheit , tot heerschen min , scheppen . och medebroeder , staeckt dit kermen , en geklagh , en buight u onder het juck van het eenigh hooftgezagh ."
109,"Zeght liever , onder het juck van grimmelen mier ."
110,wanneer het hem behaegh ' moeten ghy u laeten stieren .
111,"wat hebben wy verbeuren ? geven reden , en bescheit ."
112,verbeurt ? ghy quest Godts kroon door ongeduldigheit .
113,"Wy klaegen van verdriet , en enckel ongenoegen ."
114,in ste van uw willen gerust naer Godt te voegen .
115,"wy steunen op het recht , ons wettigh toegestaen ."
116,uw recht en hantvest blijven de godtheit onderdaen .
117,hoe kunnen de meerder voor een minder zich verneêren ?
118,die zich gelaeten stellen . gden die zijn regeeren .
119,"Gewilligh , zoo de mensch regeere daer beneên ."
120,"de mensch leven met zijn lot vernoeght , al zijn het kleen ."
121,Den mensch zijn boven dat een hooger lot bescheren .
122,na menig eeuw wort zijn opgang eerst geboren .
123,een eeuw beneden zijn om hoogh een oogenblick .
124,"het gaan zoo het willen , zoo het moeten , zoo d'oppermaght dit schick ' ."
125,men hebben ons nutter dees geheimenis zwijgen .
126,"de godtheit openbaert haer hart , tot u genegen ."
127,noch mild tot de mensch : zy zetten hem boven aen :
128,"verknocht met Godts natuur , een wonderlijck bestaen ."
129,"och Engelsdom , willen gden zich paeren met uw wezen !"
130,"wat gden behaegen , en schickt , dat wort met recht prijzen ."
131,hoe hebben hy zijn mensch peil alree zoo hoogh gemerckt !
132,"het zijn al wel , al goeden , wat gden bepaelen , en werckt ."
133,hoe willen de mensch de kroon de Engelen verdooven !
134,"al englen zullen Godt in het lichaem zien , en loven ."
135,Zy zullen slijck en stof aenbidden in het stof ?
136,"bewieroocken Godts naem , met geur , en prijs , en lof ."
137,"Den mensch bewieroocken , van hooger hant dwingen ?"
138,ZY mompelen alree ? ghy horen een strijt van tong .
139,"wat schaeren treuren hier gedompelen in de rou , de sluier om de borst , en lende ? niemant zullen begrijpen dat men dus , in 't midden van de geest , op 't eeuwig bancket , en d'endelooze feest , kunnen treuren , zaegh men niet dit jammerlijck getal verslensen van verdriet . wat ramp , wat ongeval Ontsteltze ? Broeders , hoe ? wat zijn d'oirzaeck van dit kermen ? Beledight iemant u ? men zullen uw recht beschermen . wat deren de Broeders ? spreeckt : laet hoor wat u deren ."
140,"Zy klaegen dat de staet de mensch triomferen , door Gabriëls bazuin , en opstyght boven d'engelen ; dat gden zijn wezen willen met Adams wezen strengelen ; de geest onderworpt het menschelijck gebiet . daer horen ghy kort en klaer de gront van hun verdriet ."
141,Zoo groot een ongelijck vallen lastigh te gedoogen .
142,"het overtreffen by-kans ons kracht , en vermogen ."
143,Wy bidden dat ghy toch die twist met ons beslechten .
144,wat raet ? hoe paeit men hen ? zy steunen op hun recht .
145,wat recht ? die wet geven vermagh de wet te breecken .
146,hoe kunnen rechtvaerdigheit een onrecht oordeel spreeckne ?
147,"Bestraf Godts oordeel eens , en schrijven hem wet voor ."
148,de vader leer ' het kinen hem volgen op zijn spoor .
149,zijn spoor te volgen zijn het zelve als hy te willen .
150,Verandringh van Godts willen veroirzaeckt dees geschil .
151,"Hy zetten de eenen van , de andren op de troon . de minder waertste wijck ' voor eenen waerder zoon ."
152,gelijckheit van gena de godtheit best zullen passen . nu durven de duisternis het hemelsch licht ontwassen . de kind van de nacht braveeren zelfs de dagh .
153,"wat adem haelen , met recht de Schepper dancken magh , die elck zijn wezen geven , en mindre en meerder waerde : wanneer het hem believen zullen 't element de aerde veranderen in lucht , of water , of in vier ; de hemel zelf in aerde ; een Engel in een dier ; een mensch in Engleschijn , of onbegrepen wonder . een maght regeren het al , en keren het boven onder . wat d'allerminste ontfangen zijn louter gena . hier gelen geen willekeur . hier komen vernuft te spa . in d ' ongelijckheit zijn Godts heerlijckheien liggen . Zoo zienw tegen 't licht het zwaer zwaerder weegen . dus steecken het schooner af op 't schoon ; de kleur op kleur ; de diamantsteen op turkoisblaeu ; geur op geur ; het stercke op flauwer licht ; gestarrent tegen starren . ons schicken zijn de Staet van dit heelal verwarren , misschicken al wat gden geschickt hebben , en beleit ; en wat het schepsel schickt , dat zijn wanschapenheit , in het allerminste liden . men staeck ' dit murmureeren . de Godtheit kunnen de Staet van het Engelsdom ontbeeren . Zy zijn met niemants dienst beholpen eeuwigh rijck , en heerelijck , behoeven zy wieroock , noch muzijck , noch geur , haer toegezwaeit , noch lof , haer toezingen . ondanckbre geest , zwijght : betoomt u snoode tong . Ghy weten Godts rijden niet : genoeght u met uw lot , en onderworpen u Godts en Gabriëls gebden ."
154,"zijn dan de Staet en 't lot de geest onbestendigh ? Zoo staenze glibberigh , zoo zijnze alreede ellendigh ."
155,om dat een minder zullen regeeren in dit Rijck ? Wy blijven diewe zijn : geschiet ons ongelijck ?
156,"Zy zijn naeste aen gden , hun ' toeverlaet , en vader , en liggen hem aen 't hart : nu leit een minder nader ."
157,"zich over zijn ander heil bedroeven , zijn gebreck Van liefde , en riecken naer nijten , en hooghmoet . laet dees vleck op Englezuiverheit en louterheit niet kleven . eclkandre , in eendraght , liefde , en trou , voorby te streven , Behaeght de vader , die het al in orde scheppen ."
158,"Zy houden d ' orde , daer de hemel hen toe roepen ; maer kunnen traegh verstaen des mensch slaef te worden ,"
159,"dat zijn ongehoorzaemheit : zoo spattenze uit hun orde . Ghy zien hoe't hemelsch heir , geharrenast in het gout , en in het geliden gestellen , zijn beurt en schiltwacht houden ; hoe deze star gedaelen , en geen , in top daer boven , de klaer een minder klaere in luisteren kunnen verdooven ; hoe d'eene een klein ronde , en d'andre een grooter schrijven , de laeghs hemel snelst , de hooghs langsaem drijven ; en evenwel verneemtghe , in deze oneffenheid Van ampten licht en kreits en stant en trant en treden , geen tweedraght , nijt , noch strijt : de albestierder stem Geleit dit maetgezang , dat luisteren scherp naer hem ."
160,"het Gestarnte blijven in staet , daer gden het in willen scheppen . behaeghde het hem de Staet de englen niet te reppen , Zy weecken geen gestarnte , in eendraght , noch in pais , noch steurden met geklagh de rust van dit palais ."
161,"zien toe , en wachten u wel deze ongenoeght te stijven ."
162,"Wy wenschen dat dees lucht en wolck magh overdrijven , Eerze uitberste , en 't gewest de hemels zetten in vier . Zy groeien in getal . wie stiltze ? wie komen hier ?"
163,"helaes , helaes , helaes , waer zijn ons heil gevaeren ?"
164,"het Gaet wel , wy groeien aen : ons Engelen vergaeren , en steecken , vol misbaer , de hoofd vast by een . wat port u Engleburgh met kermen en gesteen t'ontrusten ? kunnen de bloem de zaligheit verslensen ? gerust bezitten al wat eenigh Geest kunnen wenschen Van Godt , de zegenaêr , vernoeght u dat noch niet ? Zoo staetghe u zelfs in 't licht , en koesteren een verdriet , waer van ick d ' oirzaeck noch beseffen kunnen , noch raeid . houden op van kermen : scheuren veltteken , en gewaeid niet lang , zonder reên , maer helderen uw gezicht , en voorhooft met een ' strael , ô kind van het licht ! de schel keelen , die met zangh de godtheit dancken , die om , en belgen het zich , om dat ghy valsche klancken en basterttoonen mengen , in het goddelijck muzijck . uw bittre weeklaght steuren de maet van het hemelrijck . het gewellef huilen u na . de rougalm in de hoogen gesteegen , rollen al voort , van d'eene in d'andre booog : en zonder misdaet wort , door zulck een ongeluit , de wasdom van Godts naem en glori niet stuiten ."
165,"heer overste , op wie wenck ontelbre keurebende zich wapenen , ghy komen van pas om ons elenden te zalven , en de smaet en onverdienden hoon te schut door uw maght . zullen Gabriël de kroon Der heilig Engelen op het hoven van Adam zetten , door Adams erfgenaem Godts eersteling pletten ? Wy zijn nut niet scheppen , eer de zon te wagen steegh , en licht de hemel geven kunnen . de godtheit kiezen vergeefs de geest tot trouwant van het onbeweeghbre hof , indienze zich willen kant , en spits tegen 't recht de geest , zonder schult tot wederstant geterght , uit noot , en ongedult . Wy juichen , in de lof de godtheit opgetoogen , aenbad , wieroockten met schaelen , neighden , booog ons aengezicht neêr . de hemel geven gehoor , Verslingert op de dans de galm , van koor in koor , ja smelten van vol vreught op tongmuzijck , en harp ; toen Gabriëls bazuin zich plotselingh quam werpen met deze donderslagh in 't midden van Godts eer : daer liggen wy verbaest , verstroit , verdruckt te neêr . de blyschap geven de geest . de zwangre keelen zweegen . de jonghst geboren streeck de kroon , de staf , de zegen ; en d'outste zoon , onterft by d'Oppermajesteit , gemerckt blijven voor een ' slaef . dat vallen gehoorzaemheit , godtvruchtigheit , en liefde , en trouw , uit Godts trezooren , te deele , dompelen haer in rouw , ontvoncken de toren , en wraeckzucht , om de mensch , uit een ' gerecht haet , te smooren in zijn bloet , eer hy de englen Staet Verplette , en zy geboeit , als snoode en arm slaaf , dwingen worden naer zijn zweep en wil te draven ; Gelijck hy daer beneên de dier houden in dwang . heer overste , ghy kunnen de geest ondergang verhinderen , en by hun hantvest hen bewaren : beschutze door uw maght : wy staen gereet uw scharen , uw ' standeren , en uw heir te volgen : treck maer aen . het zijn eerlijck voor zijn eere , en kroone , en recht te staen ,"
166,"My deren uw ongelijck . ô koning al Heeren , Verhoe dit liever . geven geen stof tot muiteneer , noch tweedraght . geven geen stof tot wederspannigheit . wat raet ? hoe stil ick u , en d'oppermajesteit ?"
167,"Zy quetsen het heiligh recht , aen d'engelen geschoncken ."
168,"het recht te quetsen kunnen de onderzaet ontvoncken , een vier ontsteken , daer de lucht afbranden zullen . o averechtsen loon van onbevleckte trou ! hoe zullen wy ons best in dees vertwijfling draegen ?"
169,"men trooste zich een kans , een ' stouten springen , te waegen ."
170,waer toe zich zelfs gewaeght ? men gaan een ' zacht gangk .
171,"hier gelen alleen gewellen , en kracht , en wraeck , en dwangk ."
172,"men kunnen , waer het mogelijck , een veilig middel kies ."
173,"met uit stel zullen men hier niet winnen , maer verliezen ."
174,men geven zijn ongelijck met reden te verstaen .
175,"de reden hebben hier uit : men zetten ons onder aen . met smeken moght ghy best en eerst uw ' wensch verwerven . het stuck ontdecken , zijn de handel gladden bederven ."
176,men kunnen die aenslagh naeu ontveinzen voor het licht .
177,"Wy groeien maghtigh aen , en staen in evenwight ."
178,"de kans begunstight hun , die met Gods Veltheer vechten ."
179,hier zijn met sufferye en schrick niet uit te rechten .
180,"wat zeit Apollion hier toe , en belial ?"
181,"Zy trouwen ons zijde , en stercken het ghetal ."
182,hoe hebben men dit verhaest ? het zijn nu ver komen .
183,de hemel vloeien ons toe van zelf met vol stroomen .
184,"betrout u op geen heir , vol licht weifelaers ."
185,"Wy zien alree veel kans , en voordeel , min gevaers ."
186,"wie reuckeloos beginnen , beroem ' zich van geen voordeel ."
187,"aen d'uitkomst hangen het al , voor d'uitkomst dwaelen het oordeel . dit gansch leger eischt u tot een opperhooft , en leitsman op die toght ."
188,"maer wie zijn zoo beroven van zin , dat hy uw gerechtigheit verdadigh ' , en 's hemels heirkracht terge ? ay , zijn u zelfs genadigh . verschoonme van die last : ick kieze geene zy . men legge met verdragh deze ongelijckheit by ."
189,"Gebroeders , geven gehoor . houden boven aen met smeecken By Godt , door middelaers : men winnen met tusschenspreecken gemackelijcker veld dan door die steilen wegh van oproer . handelen koel met raet , en overlegh . Wy willen te gelijck uw recht om hoogh verweeren . bedaert : ghy quetst de kroon van Godt , de Heer der Heeren ."
190,"en ghy ons wettigheien : verstout u hooger niet . Heer Belzebub , aenvaert dit wettig gebiet , en zetten de hairen schrappen : wy volgen u te gader ."
191,"o yveraers , bedenckt , bedencken u liever nader . ick willen u voortreên naer de troon van 't groot palais , en ons gerechtigheien bemiddelen door pais , en onderling verdragh , gewilligh , onbedwongen ."
192,houden stil : houden stil : ghy wort van Michaël bespringen .
193,"waer zijnwe ? wat gedruis vernemen men hier alree ? dit schijnen een hof van twist en oproer , niet van vreê , Gehooorzaemheit , en trou . prins Belzebub , wat reden beweeght u , als een hooft van wederspannigheid , die oploop , zwanger van een goddeloos verraet , te styf tegen Godt , ons al toeverlaet ?"
194,"genade , ô Michaël , gewaerdigh ons te hooren , eer ghy een vonnis vellen , uit yverigen tooren , te eere van Godts Naem . belasten ons met geen schult ."
195,ick zullen uw onschult dan aenhooren met gedult .
196,"de t'zamenrotting van zoo menigh duizent troep , Gesteurt om het hooghgebden , te rijxtroon uitroepen , op Gabriëls bazuin , vereischte een tusschenspraeck , tot slissing van die brant ; waerom ick van hun zaeck en klaght kennis koom te nemen . , om het muiten , By al middel en mooghlijckheên , te stuiten : Zy vaeren echter voort , al razen en ontzint Aen 't hollen , buiten spoor , en dringen het klaghtbewint met kraght ons op de hals . ick poogh de maght te scheien , [ Laet tuig van mijn trou dees Godtgetrouwe Reien , ] te raeid hun klaght te storten voor Godts stoel ; Maer yvre vruchteloos , in 't midden van 't gewoel , en oproer , als een zee te hemel toe verbolgen . de veltheer tre nu voor : wy staen gereet te volgen , indien hy middel zien tot slechting van 't geschil ."
197,"wie durven zich tegen Godt en zijn heilg willen verzetten ? wie dus stout de oorloghsstanderen planten , in het koningkrijck van pais ? indienghe door gezant willen handelen om hoogh , tot voorstant van uw lot ; Wy willen uw zoen bemiddelen by Godt , of anders wachten uw hooft : dit zullen u niet gelucken ."
198,zullen ghy met wapenen ons heiligh recht verdrucken ? Zy zijn de Veltheer niet tot zulck een eindt betrout . wy steunen op ons recht : rechtvaerdigheit zijn stout .
199,d'inspanner tegen Godt zijn allerminst rechtvaerdigh .
200,"Wy die Godt : hy kennen ons tot zijn dienst waerdigh . de hemel blijve maer in zijn één stant . men stell ' geene amptenaers van het hemelsch vaderlant beneden het aertsch geslacht : dat staet de Hierarchyen , de Troonen , Maghten , hooge en laag heerschappyen Der Geesten , Englen , en aertsenglen nimmermeer te lijden : neen geensin ; al zullen uw blixemspeer doorstooten borst aen borst , en d'allertrouste hart : Wy laten ons geensin van Adams afkomst tarten ."
201,"ick willen dat elck vertrecke , op het wencken met mijn hant . Hy kant zich tegen Godt , en godtheit , wie zich kant Meineedigh tegen ons . vertreckt naer uw vaenen . dat passen soldaat , en gehoorzaeme onderdaenen Des hemels . wat gewelt , wat moetwil drijven men hier ! wie anders oorelooght dan onder mijn banier , Beoorlooght Godt , en zijn een vyant van zijn rijcken ."
202,"wie op zijn recht staet , hoeven voor geen gewelt te wijcken . natuurelijck zijn elck beschermer van zijn recht ."
203,ik gebiede u datghe flux de wapen nederleght . door t'zamenrotten wort uw eer ' en eden schenden .
204,"natuur hebben d'engelen door eenen bant verbinden Elckandre by te staen : oock wort niet een alleen geraeckt in dit geschil , maer het raecken ons in 't gemeen ."
205,"zullen ghy met wapenen de hemel dan beroeren ? die zijn u niet betrout om tegen Godt te voeren . misbruicktg uw maght , zo vrezen de Allerhooghsten maght ."
206,"de stedehouder wort al oogenblick verwachten . Hy zijn in al yl gedaghvaert , en ontbieden . Wy willen al op een , en god tegen god opzetten , liever dan van ons gerechtigheien aftreden door gewellen ."
207,zoo groot een onbescheit verwachten ick nimmermeer van 's hemels Stedehouder .
