turn,text
74,"de stout usia wert rechtvaerdelijck beroven van zijn gezontheit , toen hy het heilighdom ontwijde . de priester hebben Godt en d'englen op hun zijde . dit zijn het errefdeel , dat ons te beurte vallen . Hy laedt de graef vloeck rampzalig op zijn ziel , die het Godtshuis in zijn recht en vrydom willen verdrucken . hebben gy een ' aenslagh voor , het kunnen u niet gelucken ."
75,"hoe luit de graef vloeck , dat ick u wel verstaan ?"
76,"dat al heilg toorne en eeuwig ongena alleen niet treffen zullen de kind , en de vader , o gruwel ! maer hy moeten met Judas , Godts verrader , met Lucifer en al zijn engel vergaen , en schaemroot en verdoemen voor Jesus vierschaer staen . het zijn schrickelijck , beginnen uw hart noch niet te beven ?"
77,ja 't klooster hebben die vloek de lantsheer voorschrijven .
78,"het zy daer meê zoo het willen , men openen nu geen poort . het zijn Kersmis ; 't klooster vieren Godts vrolijcke geboort ; de hooghs feest van het jaer ; dus laet dit werreck steecken ."
79,"katuizerbroêr , hier gelen geen prevelen , noch preecken . Bewilligh mijn verzoeck , en staan mijn bede toe , of anders ly dat ick het ongebeden doen . de tijt verlopen , het zijn spa : daer komen mijn soldaeten ."
80,"ik Getroost my eer de doot , dan ick dit toe zullen laeten . wat willen ghy het helsch vier op uw hals laên ?"
81,"Voort man , vaert vry voort , en steeckt het klooster aen : het zijn kout , zoo mogen wy ons by de kool warmen ."
82,"och maerschalck , houden gemack : och willen u toch ontfarmen het zijn geen kristen mensch die brant in klooster stichten . al wat het Godtshuis hebben , huisvesting , vier en licht , en spijs , en dranck , het zijn voor het krijghsvolck al te goed ."
83,"nu man , trecken vry in : treckt voor , ick blijven de lessen ."
84,"ick koom al heimelijck zwemmen door de gracht . waer sammelen Egmont nu ? hy zullen my hier verwachten . het zijn doncker . ick zijn nat , en klippertant van kou ."
85,"wel waer of Vosmeer blijven , ons afscheien zijn , hy zullen verzekeren op dees uur alhier zich laten vinden ."
86,"hier zijn de man al zelf . wie zich derf onderwind een ' aenslagh , vol gevaers , moeten passen op zijn tijt ."
87,"weest welkoom , braaf borst , nu blijcken het , datg zijn een krijgsman , op wie woort men wel een kerk magh bouwé . hoe hebben gy het met de heer van Aemstel al brouwen ?"
88,"Zoo geestigh , dat'er niets aen deze aenslagh faelt . de burgery hebben zelf het zeepaert ingehaelen , met zang en triomf , als die van Troje doen . ick sturen en hiel het roer : maer het oorloghsvolck , beneden In 't schip , lopen groot gevaer . de bodem slorpen het nat , door het stooten op een ' pael , waer door een yeder zitten in 't water tot de knie , en vrezen te versticken . het ongemack zijn groot , noch durven niemant kicken : doch het leck geraeckte dicht , en stoppen wonderbaer van zelf , toen broght de hoesten ons weder in gevaer ; vermits men 't schor geluien bescheidelijck kunnen hooren . hebben Godt niet zelf verdoven de aemsterdammers oor , Wy zijn van ons stem en eigen keel verraên . ick geven my zelven moeden , en heffen eens rustigh aen te zingen , dat het klonck , schoon hert en nier krimpen . dan trantelde ick van kou : dan vallen ick eens aen 't pompen . Zoo raeckten wy in stadt , daer , als een waterval , al het volleck schieten naer 't schip , van straet en burreghwal . de geest van out en jong door een schijnen uitgespannen . men brocht het Vosmeer toe met kroes en met kan . maer het zagh'er deerlijck uit , toen gysbrecht laten gebiên , men zullen de naeste poort en 't slot van rijs verzien : want door het lang belegh , en door de koud dag zijn al de torf verbrant . ick holpos rustigh draegen , en schijnen de gaeust van al , in 't bang van die noot : want hebben het lang geduren , de zolder waer ontbloten , waer onder het krijghsvolck lagh duiken in zijn laegen ; doch d'avont vallen heel kort , en ick beginnen te klaegen , en hielme gansch vermoeien , en roepen : van daeg genoegh geslaeft ; men valle aen't werk , na'et hoogtijt , 's morgen vroeg . het wachthuis zijn verzien . het zijn nu tijt van vieren , naer die gy van de schrick de hollantsche banier Genadigh zijn verlossen , en ick'er 't lijf af broght . men schonckze vry gelagh , en gafos gelt . ick zoeken , geveinven de arrebeit om het hooghtijt uit te stellen . de tijt gehengen nu niet u alles te vertellen : hoe zorghlijck het in 't schip en onder het krijghsvolck stonnen , en elck verschelen , en wat een yeder raetzaemst vont ; hoe ickos menighmael met dreigen holp aen 't zwijgen , en konze , om 't leven zelf niet aen het bedaeren krijgen : hoe Arkel , heel verkouden , zijn eigen ponjaert bloot opzetten hebben op de strot , en trooste zich de doot , om al zijn macker niet door 't hoesten te verklicken . nu schort'er dat wy elck ons werreck voort beschicken . het zeepaert , zwanger van gewapenden , zullen gaen in arbeit , en van vracht , voor het opgaen van de maen , omtrent te middernacht , verlossen , als de kercken op het hooghtijt zijn proppen van mensch , die het niet mercken : dan zullen de laegh in twee gedeelt , eer het ymant horen , Terstont vermeesteren de haerelemmer poort , en rammenze met kracht : en ick , om u te licht Van verr ' , zullen daedlijck brant in 't hol zeepaert stichteu , dat midden in de stadt by d'andre schip leit ."
89,"de maerschalck wachten op u in 't klooster , al bereit Terstont met duizent man de muuren in te trecken , en 't leger leght niet verre : ick gaan het hun ontdecken ."
90,"en ick al weêr naer stadt . nu veltheer , pas op het stuck ."
91,gden geven dat u en my dees aenslagh wel geluck .
92,"Wy edelingen , bly van geest , te kerk gaen op het hooghste feest Den eerst geboren heilant groeten , en knielen voor de kleene voet van het kinen , waer voor Herodes vrezen : het kinen waer voor een star verrijzen , die Wijzen met haer straal wijzen de donkre plaets van zijn geboorte , en leitse in Davids oud poorte , Daer d'allerhooghste het laeghste prijzen . het oosten offeren wieroock , gout , en bittre myr . de gave ontvouwen zijn Kints Godtheit , priesterdom , vol waerde , en zijn sterflijckheit op d'aerde . hier leght hy , die het al hebben gebouwt . het gevogelen , dat op wiecken zweven zijn nest , de vos zijn hol hebben , en wonen in berg , en in bosschen : een stal van ezelen en os Den Schepper naeulyx herbergh geven . de kribbe hem een wiegh verstreckt , die het aerdtrijck met de hemel decken , en elleck dier bestellen zijn voeder . O kinen , gy zijn , gelijck uw moeder , met pracht noch hoovaerdy bevleckt . hier voeren de neêrgedaelde gden de trots weerelt om met spot in zijn triomf , te smaet de hof . het nedrigh hart voeren hy naer boven met hem in het hooghgeboude slot . hier schuilen dat Godlijck aengezicht , Waer uit de zonne scheppen haer licht , en al star glans , en luisteren . hier leght hy zonder glans in 't duister , die englen tot zijn ' dienst verplichten . Des hemels rei wiegen hem in slaep met hun zoet stem , die noit van vaeck en zijn beschieten , en weckt het hooft van al grooten , in het koningklijck Jerusalem . Augustus rijck verliezen zijn eer : de roomsch scepter reicken niet veer : het oost versmaet Latijnsche naeem : maer dees beheerscht het al te zaemen , oock daer de zonne nemen haer ' keer . de hemel het aerdtrijck en de hel scherp luisteren naer zijn bevel , en siddren voor de zuivre wet , die hy door visschers laet trompet , en blase over duin en del . de doecken , daer dit kinen in leit zijn 't purper van zijn majesteit , waer in de herder hem aenschouwen , die Godt de ziel komen vertrouwen , Gelijck van out zijn toegezeit : dat gden zijn kudde wei zullen , en hoên voor ramp en ongeval , en naer het afgedwaelde vraegen , dat schaep op zijn schouder dragen met vreught by het overigh getal . hier zijn de wijsheit ongeacht : hier geld geen adel , staet , noch pracht . de hemel hebben het kleen verkiezen . al wie door ootmoet wort herboren , zijn van het hemelsch geslacht . Gy die de vorst hart leit , Gelijck een beeck , en schiften en scheit het licht van dicke duisternis ; Laet de tyran zijn ' aenslagh missen , die de onnooslen laegen leit . het drie bedryf ."
93,"ick trock zoo dra niet aen mijn goed en hooghtijts kleêren , om in de kerck met al de stadt te triomfeeren voor Godt , die 't leger drijven van d'aengevochte wal , en zich verneêren quam in Bethlems arm stelen , of raecken in eenen stoel aen het sluimeren en droomen , en zijn benauwen en bang uit mijn slaep komen ; Gelijck de dauw getuight , die op mijn kaecken leit ."
94,"mijn half ziel , wat's dit ? hoe zietg zoo beschreien ? wat nevel van verdriet bezwalckt uw blinckende ooog , en hebben de hemel van uw aenschijn dus betogen ? nu zijn gerust , en zegh , wat zijn het dat u smeren ?"
95,"My leght , helaes , my leght een zwarigheit op 't hart . ick hebben in mijn slaep yet schrickelijx vernemen . een droom bezwaert mijn hart : gezicht doenme schromen ."
96,de droomen zijn bedroch : gy vrezen uit misverstant .
97,"nicht Machtelt , dochtme , stont voor mijn ledekant Bedruckt , en in die schijn , waer in zy by haer leven My dick haer hartewee te kennen plagh te geven , Toenze in haer traenen smelten , en , van gedult beroven , de hand deerlijck wringen , het hair trock uit heur hooft , de blancke borst krabben , en scheuren het kleet aen flard , en zagh begruist van stof , zoo dat ick het nau kunnen harden , noch hoor al 't gekerm , en jammerlijck misbaer , noch 't schelden op de graef , voor schelm , geweldenaer , verkrachter van een vrouw , zoo kuisch , zoo welgeboren . helaes ! zy quam my niet in die gestalt te vooren , Gelijck haer zuivre ziel , van droefheit afgepijnt in 't leven , nu voor Godt en d'engelen verschijnen , met eenen pallemtack in haer sneeuwitte hand , en in het sneeuwit kleet , en ooog , die nu branden in het hemelsch paradijs , als star aen de lucht . ick sprackze al schreien aen , na eenen diepen zucht : o adelijcke spruit van het hooge huis te Woerden , om welcker ongelijck de held oorlogh voeren , dat oorlogh , het welck , na dat gy in de heemel trocken , Zoo onverzoenelijck tot noch toe smoocken , en wrockt ; wat oirzaeck drijven u hier op ongerust pad ? of komtge om onzent willen , met zwarigheit beladen ? om d'uw by te staen , in het kommerlijck belegh ? nicht Machtelt , het zijn vergeefs : de vyand zijn wegh . wat treurtge ? wy zijn vry van laegen , van bespringen : dus helpen ons nu om hoogh by Godt triomfe zingen . omring uw hooft met licht , in steê van lauwerkrans , en ley de englen rey met vrolijckheit te dans . Zy schudden het hoven , en schijnen van gramschap te veranderen in het aengezicht , en sloegh de hand van elkanderen , en steende , en zuchte zwaer , en borst in het enden dus uit , maer met een heesche keel en dof en schor geluien : onnoosle , zijtg nu van vyand ontslaegen ? en slaeptg zoo gerust ? en vreestg niemants laegen ? daer gy , om mijnent willen , op het alleruiterst zijn , en naest aen uw val ? op op , het zijn geen tijt Van slaep : het zijn tijt naer ander gewest te vlieden van dit huis . de vyant hebben de vest . de zeestadt staet in brant : het zijn met haer gedaen . oom Gijsbreght hebben vergeefs zijn burger voorgestaen . geen tegenworstelen noch strijden magh u baeten . godts heilg hebben kerck en outer lang verlaten . op op , bergh Gozewijn , voor al mijn eenigh pant , Klaris , mijn eigen hart , eer het heiligh klooster brand ' , eer eenigh booswicht haer mishandele en misbruicke , naer zijn ' vervloeckten lusten , en zy haer ooog luicke . al zjjn de straeten dicht bezetten , en naeu bewaert ; 'k zullen Gijsbreght , ongequetst van spiets of eenigh zwaert , en , zonder eene nop van het kleet door het vier te zengen , geleiden , en gezont op deze drempel brengen . verlaet dan flux dit slot : steeck af , op Godts gena , en geven u zeewaert in . voort , voort , eer 't wort te spa . al d ' englen zullen u voor storm en voor strand behoeden , dat de vloot behouden magh belanden . Gedenck eens welck een schrick mijn slaeprigh hart bevangen . mijn hair dat rijzen te bergh , en aen een yder hangen een droppel nat : het zweet begost my uit te breecken . mijn lijf wert kil , als ys : ick willen , en kosten niet spreecken , en schoot uit mijn droom , al beven en bevrezen , Greep toe , en zoeken vergeefs t'omhelzen haeren geest , die door mijn arm druipen , en wechstoof uit mijn ooog , en lietme heel verbaest , en van het spoock bedriegen . dit zijn het datme steuren , en in de zin spelen ."
98,"het zijn louter ydelheit , die zich het brein verbelen ."
99,"och of het ydel waer ! ick hebben mijn uur verslaepen , om naar de kerck te gaen . het zijn spade ."
100,"wapen , wapen ."
101,"Bescherm ons , goed Godt : behoe ons voor gevaer . 'k horen onraet . och ick zorgh mijn droom zijn al te waer :"
102,"heer Peter , wel hoe dus ? wat port u zoo te roepen ? wat jaeght u hier by nacht ?"
103,"gden lof , dat ick de troep Des vyands zijn ontvloôn , te doot toe afmatten ."
104,wat vyant ? hoe ? ghy raest .
105,"de vyant zijn in stadt . het zijn met Amsterdam en met zijn hooge wal Gedaen : zy zijn de wraeck in het enden te buit gevallen . de gruwelijcke reus hebben eene poort vermant . het zeepaert lossen zijn vracht , en Vosmeer stichten de brant , in het barnen van 't gevecht , met schimpen en braveeren . de wachter vechten flaeu , en zien hen niet te keeren . het leger trecken vast in met duizend , een maght Zoo groot als waterlant noch oien te veld braght , en kennemer , en Vries , en Zeeu en Hollant t ' zaeem , met al die , op ons gebeeten , herwaert quaam . de kersnacht hebben gedient tot dit verraeders werck , Bestaen voor maeneschijn , toen het volleck in de kerck met offren bezigh zijn , en zingen in de koor ; terwijl de stadt , volvreught , als Christus schijnen herboren , Wy weder uit de muil de bleecke doot verlossen . vergeefs hebben dit belegh u zoo veel zweet kosten , en bloet en arrebeyt , nu alles lopen verlooren ."
106,"ick zullen terstont om hoogh gaen zien van Schreiers toren . Gy dienaers , brengen mijn ' helm en harnas by de hant ."
107,"helaes wat gaet my aen , in deze droeven stant ! zijn dat triomf ? heten dat zijn vyand verjaegen ? nu kennen men haerlem eerst : nu blijcken egmonts laegen . nu lachenze om mijn stadt , zoo lang van hun benijt . mijn goed vroom man gaet quijnen , en verbijten zijn leet de daeghs , en brengen de nacht door met waecken . ick vinden hem menighmael met traenen op de kaecken : en vraegh ick wat hem deren : hy zuchten , en antwoort niet , en kroppen zijn hartewee , verdubbelen mijn verdriet . hoe veel geluckig zijn arm en slecht dorp , en hut laegh gebouwt , min storm onderwerpen dan eenigh heerenhuis , dat door 't geboomte steeckt , en daer het bulderen de wints zijn kracht op breeckt . weten hier van eenigh mensch , ick weet'er van te spreecken : als ick de ganschen tijt mijn leven overreken , van mijn bruiloft af , van dat ick zitten verlooft : wat storm waeiden my niet sedert over het hoven ? wat toren zijn zoo hoogh , van waer mijn oogh de baren , de zee kunnen overzien van al mijn wedervaeren ? en wie zien noch het endt van die beginnen strijt ? hier meê gaan ick mijn'man , naest Godt mijn toevlught , quijt ."
108,"gedult mevrouw , gedult ; Godt proeven zijn uitverkiezen ."
109,"ick kunnen bescheielijck en klaer het geklicklack hoor en rammelen van het stael : het geluit komen dicht by . de schip brand al , en schitteren in het Y , en in de Diemermeer en al burreghwal . ick zagh het groot gebou , Jan Witten gevel , vallen : het naeste huis daer aen staet rede in licht brant . de klocken klep vast . de heele waterkant zijn al in rep en roer . het bloedigh zwaert gaet wei . men steeckt'er de trompet : men horen de mensch schreien . brengen hier mijn harrenas . voort dienaers , schaffen geweer . al wie in 't harnas sterven , die sterven met krijghsmans eer . waer vriend in de noot ? waer zijn ons bondgenooten ?"
110,"voor 't huis vergaderen de treflyckst , de grooten ; Heer Heemskerck , die vol vier om uw zuster quam , Oudshoren , en Polaen , hoe grijs hy zijn en stram , Heer Zwieten , Teilingen , en Waermont , en uw broeder , en Kuick , en Kraienhorst . geen leeuw zijn verwoed , om aen te gaen op roof ."
111,men roep ' hen voor de dagh .
112,"mijn heer , het zijn vechtens tijt , zoo vechten helpen magh . Wy zijn getroosten met u te leven en te sterven ."
113,"Gy zullen in eeuwigheit by Godt uw loon verwerven , voor deze trouwen dienst , in mijn lesten noot . Gy zien hier anders niet voor ooog dan de doot : doch zooge zijn gezinnen de vyant te verletten , Zoo veel ons mooghlijck zy , en 't leven op te zetten By stadt en burgery , zoo volghtme : dat zijn u voor ."
114,"Wy volgen algelijck , en houden het zelve spoor ."
115,"beschermen mijn ' lief man , dat bidden ick , vroome heeren ."
116,"mevrouw , betroume vry , ik zullen zonder hem niet keeren ."
117,"okersnacht , schooner dan de dag , hoe kunnen Herodes 't licht verdrag , dat in uw duisternisse blinckt , en wort gevieren , en aengebed . zijn hooghmoeden luisteren naer geen reden , hoe schel die in zijn oor klinckt . Hy pooght onnooslen te vernielen , door 't moorden van onnoosle ziel , en weckt een stadt - en lantgeschrey , in Bethlehem , eu op de acker , en maeckt de geest van Rachel wacker , die waeren gaet door bemen en wey : dan naer het westen , dan naer 't oosten . wie zullen die droef moeder troosten , nu zy haer lief kind derven ? nu zy hun zien in het bloet versmooren , Vergaen , die naulijx zijn geboren , en zoo veel zwaerden root geverft ? Zy zien de melleck op de tippen van die bestorve en bleecke lip , geruckt noch versch van moeder borst . Zy zien de teêre traen hangen , als dau , aen druppel op de wang : Zy zietze vuil van bloet bemorsen . de winckbraeu deckt nu met zijn boogh Gelokene en geen lachen oogh , die straelen tot in 's moeder hart , als star , die met haer gewemel het aenschijn scheppen tot een ' hemel , eer het met een missen betrocken wert . wie kunnen d'elende en jammer noemen , en tellen zoo veel jong bloem , die vroegh verwelckten , eerze noch Haer frissche blad ontluiken , en lieffelijck voor yder roken , en 's morgen droncken 't een zogh ? Zoo veld de zicht de korenair . Zoo schudden een buy de groen blaeren , wanneer het stormen in 't willen wout . wat kunnen de blind staetzucht brouwen , Wanneerze raest uit misvertrouwen ! wat luit zoo schendigh dat haer rout ! bedrucken Rachel , staeck dit waeren : uw kind sterven martelaeren , en eersteling van het zaet , dat uit uw bloet beginnen te groeien , en heerlijck tot Godts eer zullen bloeien , en door geen tiranny vergaet het vier bedryf ."
118,"het lopen met Amsterdam , gelijck gy horen , te ende , en wy verwachten deel aen d'algemeene elende , het en zy dat elck van ons zich daetelijck verzie . voor my , ik zijn out en traegh : my voeght niet dat ick vlie ; Zoo veele moeite zijn dit leven my niet waerdigh . believen het Godt , hy koom '; zijn dienaer staet al vaerdigh : Hy hael my in zijn ' troon en aengenaem rust . maer gy , mijn dochter , wien het leven goed lusten , en in het bloeienst zijn van uw jong jaeren , zetten gy het op vlucht aen , of Jesus u willen spaeren , en helpen in de noot . klaerisse , rein maeght , die t ' onrecht noch de haet van vader Velzen draeght , Begeef u op de vlught : al d'andren zullen volgen . de vyant , blint van wraeck , zijn bitter , en verbolgen , en allermeest op u , ô moeder , vlught voorheen . ick helpen u in die noot met traenen , en gebeên , en volge u met mijn hart , daer my geen voet brengen . gaan heen , Machtels kinen , of gden het willen gehengen dat gy bergen wert : ik zijn veel met u begaen ."
119,"och , vader Gozewijn ! waer zietg my voor aen ? Zoo ick u dus begeven , hoe zullen dat my betaemen ? Gy zijn mijn maeghschap toch , naer vleesch en geest te zaemen . zullen ick u hier alleen verlaeten tot een ' roos , die my een vader strecken , en 't Christelijck geloven in het herte prente , vroegh van kint been af herbaerde , de geest verstercken , en 't lijf in reinigheit bewaerde ? ik verlaet u nimmermeer ."
120,dit outer zijn ons wijck .
121,"o edel maeghd , hoe zijtg zoo gelijck Van aert die klaere zelf , naer wien gy heten Klaerisse ? waer vinde ick onderscheit in dees gelijckenisse ? toen het sarazijnsch heir vermeesteren al de stadt Daer Sinte Klaere zijn , hoe droeghze zich ? zy trden Grootmoedigh in de poort van 't klooster , daerze wonen : en zagh de vyant wech , zoo ras hy zich vertonen . haer moeden , haer sterck geloof , en yverigh gebedden verstreckte haer een zwaert , en harnas , en helmet . Gy mooght dan , nu gy hebben die zelleve gedacht , met my , voor dit altaer , de vyand verwachten . maer treckme ( dat mijn doot zy verr ' van schande en smaet ) eerst aen dit stram lijf mijn staetighste gewaet , Gelijck een bisschop voeght , eer krijgsliên ons verrassen . Zet my de mijter op : hy zullen niet qualijck passen op mjjn zalven kruin . brengen hier de gouden ringk , en steeck aen deze hant , die beven , de vingerlingk , Daer ick de bruit van't Sticht , de roomsch kerck , meê troude . Geef my de herdersstaf , tot steunssel van mijn oud , daar ick Godts kudde meê gehoeden hebben , en geweit : 'k hebben noit de teken van het bisdom afgeleit met willen , maer door bedwangk : al leven ick als bannen ; al ruimen ick Henrick plaets , en Willem , en twee Jannen . en het waer een klein verlies , al hebben men my verkorten in naem en eer , zijn slechts geen christensch bloet storten , en zoo veel zaets vertreên van mensch - en paerdevoet . Most niet onschuldigh volck de schult de heeren boeten ? nu kind , zetten u hier , en dat een yder non met my de lofzang zingen van oud Simeon ."
122,"Vergun , ô Godt op zijn bede , naer uw belofte , uw ' knecht verlof ; op dat hy reize in rust en vrede om hoogh naer het hemelsch vredehof : Naerdien ick met mijn eigen ooog Den algemeenen heilant zagh , die als een zon schijnen uit de hoogen ; Daer yder zich in verblijden magh : een schoone zon , die met haer straelen het blind heidendom verlichten , en Jakobs huis en isrel paelen verheerlijcken , en noch veel vast stichten ."
123,"dat gden u al spaere , zijn het hier noch tijt van zingen ! de vyant zackt vast neêr , om 't klooster te bespringen . oom Gozewijn , koom hier : gy zijn stockout en traegh ; Gedoogh dat ick u op mijn beide schouder draegh . klaeris nicht , gy zult my volgen met dees reien , Waer Godt , of het goet geluck ons al willen geleien . nu vader , volgh mijn ' raet . de vyant woeden en raest . wie 't leven berg willen , die bergh het in de haest ."
124,"gemack , mijn trouw neef , gy mooght dees moeite derven ."
125,"Wy zijn alleens gezint , en wel getroosten te sterven ."
126,"hoe nu ? hebben gden my dan , door water en door vier , door spiets en zwaert geredden , en menigh blanck rappier , dat ick de bisschop noch voor 't outer zullen zien slaghten , en in het laeuw bloet de nonnekens verkrachten ? dat werde nimmer waer . ô Goddelijck geslacht ! nicht Machtels geest verschijnen mijn lief deze nacht : een stem belasten my haer kinen en oom te bergen . haer schimme waert om u : en moeten ick het u noch vergen ? en maecktge zelf uw ziel noch schuldigh aen die moort ? de krijgslien zijn niet verr ' van deze kloosterpoort , die leght met eenen slagh te aerde neêrgeworpen . dees godtgewijd vloer zullen het kuisch bloet haest slorpen . het krijgsvolck naderen vast , ick horen het aen 't gedruis . ick bidden om zijnent willen , die levendigh aen 't kruis om ons genagelen hangen , voor Sions wreede muuren : Ick biden u om zijn hant-en voet-en hartquetsuuren , en om de doorne kroon , die het hoven verpletten en brack , en om de scherp spiets , die in zijn zijde stack ; Vergunme deze troost , in zoo veel zwaerichede , dat ick uw leven berg : ô vader ; dat ick heden Onschuldigh blijven magh aen uwer al bloet . dit eenig zijn mijn wensch : en kunnen ick uw gemoedt door smeecken noch gebeên noch bittre traenen buigen ; Zoo nemen ick Godt en al zijn heilg tot getuigen , dat geenerley gevaer , noch zelf de fel doot , My hinderen uw lijf te bergen in de noot ."
127,"Gy hebben godvruchtigh , neef , u neffens ons gequeten . Wy zullen het noch voor Godt noch engel vergeeten . Den grooten Godt alleen zy eer in het hemelrijck . Wy bidden u , staan op : gy doen ons ongelijck , dat gy te aerde knielen voor sterffelijcke mensch . hoe zullen ick schooner doot na ' et lang leven wenschen , dan hier voor martelaer , op deze heilge steê , te offeren mijn bloet , in het vierighs van mijn beê , op het allerhooghste feest van Godts geboortenisse ! waer of de doot vertreckt ? ick heb een rein gewis , en haeckte lang te gaen naer al ziel bedden ; al sedert dat ick uit mijn ' zetel wert opzetten , toen Uitrecht , dat de vorst , gelijck zijn ' vader , eren , door staetzucht opgeruit , my wars den neck toekeren : van die tijt zijn ick al dit lastigh leven moe ."
128,"daer zijn de vyant zelf . ick vliegh naer boven toe , en zullen , zoo lang ick magh , de kloosterpoort beschutten , of mijn hulp noch kosten uw leven onderstutten ."
129,"heer broeder , wel wat zijn dit ? hoe keertg dus alleen ! o Godt , waer blijven mijn heer ? zijn hy blijven ?"
130,neen .
131,"wat tijding brengtg dan ? zegh op , zijn hy blijven ?"
132,ick laten hem voor het stadthuis gezont en noch in 't leven .
133,"helaes ! waer magh hy zijn , mijn troost , mijn hoop , mijn hooft . en keertge zonder hem ? dit hadge niet beloven ."
134,"versla u niet , maer toef . gy zullen hem haest aenschouw ."
135,"dat toeven valtme bang . och zijn hy slechts behouwen , in het onweêr , dat de staet in zee drijven zonder roer . ick bidden , verhaelme toch al wat u wedervoer ."
136,"Gy eischt een ' zware eisch . wie zullen daer niet voor gruwen ? het zullen ons hartewee en droefheit slechts vernuwen . wie horen dit treurspel aen , die niet zijn traan laet ? al stont hier grobber zelf , en het heiloos bastertzaet , het waer onmogelijck dat hy dit hoor kond , het zijn een nieuw slagh in mijn versche wond . oock steeckenwe al bey noch midden in de druck : en wachten op de slagh van 't uiterst ongeluck , te zy het Godt verzie , en zetten de wraecke paelen : doch nu gy het zoo begeren , horen toe , ick zullen het verhaelen . Wy quaam niet zoo haest omtrent de middeldam , daer wat vergaering zijn van burgren , men vernemen , hoe het ingetrocken heir de nieuw zyde alreede Vermeestert hebben , het volck onnutten weêrstant den ; Dies Gysbreght laten gebiên , men zullen in vaerdigheit de brug , daer de stadt zich recht in 't midden scheit , verbranden , en voor al de Middeldam bezetten ; om zijn vyants overkomst , waer het mooghlijck , te beletten , en dat men d'oude zy moght vrijen voor gevaer , schoon of het krijghsvolck van de nieuw meester waer . Hy zellef zijn de voorst , om elleck moeden te geven , en gaan daer op met ons naer merckt en raethuis streven , en broght met al zijn maght de burger op de been , die rucken hier en daer van allesin by een . men spannen keten , voor het haestig verrasschen . men stoppen de toegang dicht met zacken , kist , kas , en alles wat men reedst kunnen vinden by de hant . toen vliegen wy met hem te zaemen naer de brant , om , waer het mogelijck , daer orde op te stellen : maer laes ! het zijn te spa . wat mont kunnen u vertellen Den zuuren arrebeit van deze naeren nacht , en met hoe groot een ' moort die over wort gebraght ? men zagh de doôn gestroit langs burreghwal , en straeten : geen ' kruiswegh , die niet dicht bezetten zijn van soldaeten . men ziet'er allesins verbaestheit , en men horen zich mengen onder een bloetstorting , brant en moort . de groote aeloude stadt , vermaert in ooreloog , Zoo scheeprijck , en voor wie zich zee en stroomen boog , de vreemd en nagebuur , en rijcken tot ontzagh , gaet plotselijck te grond , en zinckt met eenen slagh . Wy worden niet te min door wanhoop aengedreven , dat menig graefsgezinde en Kermer kosten zijn leven : en het amsterlantsche bloet en sneuvelen niet alleen . de lijcken groeien aen , en leggen onder een , het aenzicht naer de straet gekeren , of op hun rug . de kennis van de wegh , van stijgen , straeten , brug , en stadts gelegentheit , by schijnen van de maen , Quam dapper ons te baet , en hiel de drom staen Der vyanden , die dick het zeeten op een loopen . dan ging'er eens een deur , en dan een venster open , Wy groeien in getal en moeden , en ruckten voort , of het mooghlijck hebben zijn de haerelemmer poort , die overweldight zijn , met dooden te verkroppen ; en weêr met kracht al wat in steê zijn uit te kloppen ; maer quaam voelen te spa . de nau ontslippen wachten verhaelde ons hoe alree de voortoght met de kracht Der ruitren binnen zijn : wie zullen daer tegen mogen ? en schoon men hier en daer een brugh hebben opgetogen , men recht weinigh uit . de brant nemen ymmer toe . d'ontsteltheit zijn te groot . men weten niet waer , of hoe . mijn broêr , proost Willem , quam , laden onder d'arm met overschot van 't kruis de heilants : helpen beschermen ons hooftkerck , rijck bouten te eere van Katrijn , en Jesus moeder zelf . ô burger , berght Kristijn , Heer Gysbreghts zuster toch ; en naulyx kosten hy spreecken . ick hebze in het vrouwekoor al beven versteecken , en raeckte naulyx uit . de lantreus is'er veur . men horen zijn stem . hy lopen met boomen op de deur . om Godts willen , gaet de kerck op het hooge feest ontzetten . wy schieten derwaert aen , om 't onheil te beletten , als tyger , die , by nacht van honger uitgejaeght , gebeeten zijn op roof . wy vliegen onvertsaeght door vier en zwaerden heen , om 't al voor Godt te waegen : maer vinden voor ons komst de kerckdeur opgeslaegen , en hoor eenen galm , die uitberst over straet , en over al de stadt , en Godt voor het voorhoven slaet , in zijn hoogen troon , als eer de kerck de Joden . d ' Altaeren en het koor zijn ophopen met dooden . wat bleef'er ongeschenen ! wat kreegh'er niet een ' krack ! het gevlughte volleck zitten op trans , gewelf , en dack , en biet noch tegenweer , en quetst ons zelfs met steenen en hout uit misverstant . men horen de vrouw weenen , en kind , die vol schrick krioelen hier en daer , de binnetranssen langs . de kaerssen op het altaer zijn zommigen gebluscht , en zommigen die blaecken . de kerreckschenner woên , en passen wat te raecken , en vechten om de buit , en plondren het al , oock zelf het Marianum , dat te pronck hangen aen 't gewelf , Wort afgeruckt . men zetten in het glibbrigh bloet zijn stap . men torst'er kelcken uit , kassuiffelen , en kappen , die stijf staen van gesteente , en parlen en root gout , om het heerelijck , als het plagh , wanneer men hooghtijt houden , en koor en outerkleên . de Kersnacht lagh in stucken ."
137,hoe gaan het u met Kristijn ? hoe most dit Gysbreght drucken !
