turn,text
50,"troijaenschen Coninck out , Achilles hebben vernemen , dat ghij om sijnent willen innen leeger sijt gecomen . indien het u believen met hem te spreecken ijet , hij sal u horen , gaet daer ghij hem sitten siet ."
51,"ghij sijt de oorsaexk niet , Achilles , van mijn kermen , Maer iemant van de goôn , in plaets van hem t ' ontfermen over mijn ouderdoom , laet mij dit leet geschien , na dat ick hebben met smert mijn kindren doën gesien , de welcke jong en dom haer op het rijck betrouden , en deeden dicwils t ' geen , daer s ' haer voor wachten souden , volchden haer sotte lusten door wulpshaijt onbedacht , het Welck hebben haer beijd ' en mijn in dus een staet brengen . het zijn niemant onbekennen , al geven het groote schade , dat jongeluy altijt de ouderdoom versmaden . indien dat door mijn doot de crijch ophouden mach , Vrijwillich ick verwachten de dootelijcken slach . ghij sullen mij , hoepeloos van immer te verblijen , van dees benaude geest en swaer elent bevrijen . doen met mij wat ghij willen , k ' geeff mij in u gewellen , Off ghij mij ommebrengen , off in gevancknis stellen , want al mijn leevens eijnen sal ick in trueren leijden . laes ! niet dan tegenspoet en hebben ick te verbeijden . ach , Troyen staet niet veel ! wanneer als Hector vallen , doen vallen het hoog slot daert trots sijn hoff op hiel . dan , na mijn kindren doot , en commerlijck beswaren , naet moord van mijn volck en crijch van negen iaren , hebben ick de griecken wel drievoudich straff betaelen voor t ' geen , daer in mijn soon met onrecht hebben gedwaelen . gedenct eens aen de goôn , stellen trots moedt besij , hebben met mijn ouderdom , helaes ! doch medelijen . Soo ghij dit cleene kinen de siel niet geven cunt , te weinig t ' lichaem hem van sijn vader gunnen . gedenct ven swaer sou sijn , en hoe ghijt sout betrueren , dat diergelijck aen uw vader sou gebueren . die sorge voor u draecht , u welvaert staech betrachten . dan , daer voor hoed ' hem gden , en al sijn geslacht , die jon hem al t ' geene dat hij wenscht en geven , dat hij een soeter ouderdoom dan ick beleve . helaes , beleven prins ! indienen niet mach geschien , dat men t ' begraven , laet mij te weinig t ' lichaem sien en dit onnosel kinen , dat soo veel hebben verlooren . Kleynen Astianax , waer toe sijt ghij geboren ?"
52,"Staet op , bedroefd vorst , van out beweechlijck bloet , hebben hoop in ongeval , verstarcken u swack gemoet ."
53,"laes ! de beleeftheijt , waert bij mensch en bij god , Daer griecken roem aff draecht , waer zijn die nu gevloden ? t ' geen sonder onderscheijt ghij iont aen elcken een , Weijgert ghij dat , helaes ! aen Pryamus alleen ?"
54,"ghij hebben ( ô Coning out ) de juecht behoren te dwingen van uw kindren sot , als s ' haer te buijten gaan . maer doen laten ghijt haer toe en hebben in het quaet gedult . dus sijdij selven me deelachtich aen de schult . en over negen iaer waert ghij soo niet belaeden met ouderdoom , dat sij u ganselijck versmaeden . Sij doen om geen vrou dat schandelijck gewellen tot Lacedemon , maer om Atreus schatten en gelen . hierom dees uw straff zijn niet alleen rechtvaerdich , maer alsse groot waer , ghij waertse goed beeter waerdich . de griecken sijn altijt van outs so heus zijn , dat , als haer vijanden hebben geven sijn geest , het lichaem wederom sij aen de vrind gaeven , en laten lichtlijck toe datmen het sou begraven . maer Patroclus mijn vrient , als Hector die versloech , om t ' lichaem schant te doen wt het gevecht hijt droech . dus hebben hij aldereerst de goed wijs gebroocken , het welck zijn noodich dat op hem weren wert gewroocken , op dat door sijn wraeck de gants werrelt leren d ' Oude beleefthaijts wet te breecken nimmermeer . om Heleen en om t ' gout , dat ghij luijd ' hebben nemen , en sijn wij griecken niet dus ver van huys komen , maer om te toonen met de wapen in de hant , hoe veel wij cloecker sijn als eenich ander lant , hoe wel de vrou en schat rechtvaerdich oorsaeck zijn . want ist u lusten met rooff van andren wech te varen , leggen over dattet strect tot droefheyt en verdriet Der gen , die van u dit ongelijck geschiet . So mij de Parque spaert , en willen Jupijn gedoogen , dat ick eens troijens val mach sien met dees mijn ooog . ick sweer de valsch hoer , diet ons besueren doen , dat sijt bekoopen sal met haer oncuijsch bloet , dat ick mijn ouder en mijn vaderlant moeten derven , en sien mijn troutste vrient , die k ' veel beclage , sterven . dan , Pryamus , blijven hier , ick sal een weijnich gaen en sien wat in de saeck mij dese princen raen . ghij Capiteijnen groot van macht , en wijse heeren , u zijn genoech bekennen mijn hertelijck begeeren , dats dat het u gelieven een ijder mij te raen , het geen hem dunct dat best hier inne waer gedaen ."
55,"ghij , Nestor , hebben alree veel dan twee hondert jaeren , sijt nevens u verstant in al ding ervaeren . u sijn t ' gebruyck en stem van veel volcken cunt . en hadde gden mij noch tien sulcke mans gegunnen , die so wel con raen , die so veel ding weeten , Ick achte , troijen waer lang woest , en schier vergeeten ."
56,"het doode lichaem doen ons nergens in profijt : te swact ons vijant niet , maer doen hem groot spijt ; spijt maect moedich , moeden maect willich om te vechten , met dat te weijgren zijn dan gans niet wen te rechten . dus neempt veel liever t ' gouden , dat brengen mede nutheijt in . wat dunct , Ulysses , u ?"
57,So zijn ick oock van sin.
58,"wat segt ghij , Aiax ? mij dunct , dattet niet kunnen schaeden ."
59,"ick seg , grootmoedich prins , dat sij u wijslijck raeden ."
60,"blijven , Aiax , ghij bij mijn , ick danck u , Princen cloeck van uw wijsen raet , en u beleven versoeck ."
61,"helaes ! Achilles , een verwinner al dinghen en can die sijn gemoet van gramschap niet bedwinghen ? dan , so ghij so verhart nae wreede wrake taelt , u op het lichaem cout mijn broeder niet verhaelen . grootmoedich sijnde , willen met geen doot lichaem strijden , en oock hebben hij geen schult , Achilles , aen u lijden . helaes ! van u gequel zijn hij de oorsaeck niet . siet hier , Achilles , hier , d ' oorsaeck van u verdriet . coelen hier u wreet gemoeden , door 't winnen opgeblasen . siet hier , Achilles , hier , een oorsaeck van u rasen . So gh ' onverbidlijck sijt , en niet dan wraeck en dorst , Compt , dwen u moedich swaert in d ' onversaechde borst , en maeckt geen swaricheyt van t ' herte te duer kerven Der gen , die in danck sal nemen t ' droevich sterven . Off dunct u dese wraeck genadich en te cleen , belasten met keten swaer mijn teder swacke leen . die ghij geleect corts bij d ' onsterfflijcke godin , hout die voor d ' alderslechts , helaes ! van u slavin . en vallen het lichaem van mijn broeder niet so straff , dat ghij de selve bant wt sijn voorouder graff ."
62,"Ghodin , voorwaer godin , ghij blijven altoos ghodin , en stiert Achilles hert , schoon juffrou , naer u . Helaes Polyxena ! als ghij u wang betraent , Verciert het off onciert het schreijen u gedaent ? ick twijffel wat het doen , t ' mach cier off ontcier , Ick weten wel , t ' buijcht mijn hert op veelderleij manier . Staet op , godin ! hoe nu ? moeten dan Achilles sien t ' uutroijen vant blont haer en t ' buijgen van de knien , Daer hij sijn knien voor buijcht ; wat knien ? sijn herte moedich , dat nocht het vreesselijx van de slachord bloedich , noch vant verwinnent heijr de wreed rasernij , noch bleecke doot ontsach , met schrick en angts daer bij . Autumedon , willen hier terstond wat spijs beschicken om desen oud Vorst een weijnich te verquicken . nu , Pryamus , staet op , stellen aen een sij u leden , droocht aff u traan , en u droeffheijt wat vergeten ."
63,"Grootmoedich prins , kennen sal , t zijn tegen het behooren ."
64,"verwachten dan niet , dat ick laet vallen mijn tooren . willen ghij mij te geval u niet tot eten spoen , Ick sal op geen manier aen u begeren voldoen ."
65,"Liefts hebben ick , dat ghij mij mijn ongh'luck laten betrueren . dan , mach mij anders niet t ' dood lichaem gebueren , Ick sal ontveijnsen met het aensicht mijn verdriet . dan , t ' hert en laet daerom t ' gewoonlijck trueren niet ."
66,"ghij hebben nu negen iaer , ô Pryamus , geleden een oorloch , tot bederff van al u landen en stad . de volcken , die u eerst bijstaan in de plaech , die vallen van u aff , dit siet men al daech . ghij sent niet wederom nochtans de griecse vrouwe . wat oorsaeck hebdij doch , dat ghijs noch gaet houwen , die haer so schandelijck te buijten hebben gegaen ; Haer Vaderlant , en al dees crijsluy hebben verraen ; Haer eijgen broeder mee ? die doch so heijlich zijn , want sij en wilde niet met ons nae troijen varen om dees vuijl hoere weer te brengen in haer lant , wie doot haer liever zijn , tot wraecke van de schant . wanneer ghij dagelijxs saecht u quaet daerdoor vergroten , waerom hebben ghij se niet te poort wtgestooten ? hoe vallen dit draechlijck voor u oud edel lien , d ' ier soonen al daech deerlijck vermoorden sien ? hebben gden u altemael beroven van uw sinnen , dat in alsulcken stat niemannen en zijn te vinnen , die door sijn vaderlants verdriet beweecht met rouw , een wreede straf neem van dees vals vrouw ? te aensien ws ghebedts en van u oud leeven , Sal ick u t ' lichaem van u soon weder geeven . daer in ick houde dat mijn vijant hebben misdaen , dat selve sal ick nu noch nummermeer beghaen ."
67,"Wie can de god schick , grootmoedich prins , ontvlieden ? sonder de god willen dees ding niet geschieden . op verna zijn eertijts gheen Coninck mijn gelijck in grootheijt van geslacht off machticheijt van rijck van al de geenen , die t ' rijck Asien bewonen , want tot verscheijden dracht gewan ick vijftich sonen , Waer van elck een mijn hiet geluckich . maer opt pas , dat Hecuba , mijn vrou , van Paris swanger zijn , Soo droomtse , dats in plaets vant kinen een toers baerde , die troijen stack in branden , twelck ons altsaem vervaerde . want de waersegger wijs songen met droeff geluijten , dat hier door wart de val van onse stad beduijten , waer door dat ick bevelen het kinen flux om te brengen . de moeder veijnzen , dat sijt gaern soud ' gehengen , Maer vrouwelijck beweecht over haer eijgen bloet , gaft seeker herder en die hebbent opgevoet . en groot geworden wassen so schoen in elx behagen , dat sijn doot ons schijnen onmogh'lijck te verdragen . dus quam hij in mijn hoff wen het jidaesche wout , en hebben oenone voorts tot sijn vrou getrout . maer weijnich tijts daer nae began sijn hert te branden met luste om te sien de vreempt en ver land , de welcke lusten mij niet mishaechde noch verdroot . Des van geselschap en een welgerust vloot Ick hem versach , en so trock hij van dees steede na griecken , daer hij u , helaes ! dit ongh'lijck den , door die hij tot sijn willen de griecse vrouwe vont , die elck hier welcoom zijn , en niemant tegen stont . een ijder zijn sij lieff door haer manier hoochvaerdich , een ijder achten haer een oorloch bloedich waerdich . ick houde , dat een godt ons tot dees sotheijt dwanck . t ' geschieden tegen mij noch tegen niemants danck . Antenor hebben sijn soon gaen op de schip voegen , maer op de wedercoompts tonen een quaet genoegen , en sant hem buijtenslants . dees man , seer rijp van raet , de saecken van het rijck en t ' oorloch wel verstaet . Soo veel als mijn belangen , ick sie mijn eijnde coom , en tis mijn aengenaem , k ' en derff daer voor niet schromen . maer voor mijn kindren , laes ! en d ' oud Coningin Ick mij op dees tijt in sware vreese vin , die naet verlies mijn rijxs , helaes ! in slavernien k ' en weten niet van wat heer de trotsheijt sul lijen . dan , neempen , beleven Prins , dees cledren en dit gout . ick danck u voor mijn soon sijn dood lichaem cout ."
68,"draecht wech , Automedon , de oud Conings geven . daer zijn u dood soon om eerlijck te begraven . daer zijn u dochter ; neempt , alst u blieven , u keer ."
69,"helaes ! beleven Prins , geven ghij mij die noch weer ? behoutse tot u dienst , en wiltse niet versteecken ."
70,Den tijt zijn niet bequaem om nu daer aff te spreecken . wij sullent stellen wen tot op een ander dach .
71,"ick danck u , hoghe Prins , ghodt hoed ' u voor geclach . 3e Handelinghe . 3e wtcoomen"
72,"choor 1 . hoe schoen , hoe trots , hoe spijtich datse schijnen , de werrelt doch niet anders zijn als wijnt . Haer staet verkeren gestadelijck en ras : nu isse niet het geen sij gistren zijn . 2 . die gister trots op rijcdom swaer en schadt Weygerden t ' broot aen die hem daer om bden , worden te nacht beroven van schat en lant , heden gevoet van iemandts mild hant . 3 . die gister met sijn adel groot van pracht Betrouden op sijn rijck en out geslacht , op gunst vant volck en capiteijnen braeff , dienen heden aen sijn vijant voor een slaeff . 4 . een hooftman van veel cloecke oorloch lien , die door sijn naem en daad zijn ontsien en menich rijck vervaerden doort gewellen , Wert van de doot op dees nacht gevelen . 5 . die gister lach door armoeden swaer geparst , van staet en wijten beroemtheijt aldervarst , wanhoopten niet maer wart boven sijn wins heden misschien een rijck beroemd prins . 6 . die stadich wel op dit verandren oocht , door voorspoet sijn gemoet hij niet verhoocht , noch oock verlaecht , alst ongeluck hem storen ; geen hoverdij noch wanhopen hem becoren . 7 . die doren geluck sijn moeten verhoeg laet en sich betrout op rijckdoom , macht , off staet , al dwanck hij gans de werrelt met sijn iuck , hij zijn een slaeff vant wanckelbaer geluck . 8 . een die door ongeval of tegenspoet Wert moedeloos oft vallen laet sijn moeten , de wanhoop weecht hem swaerder als de druck , die hem compen wen lichaemlijck ongeluck . 9 . maer diet gemoet in tegenspoet off noot Gestadich hebben en altoos even groot , al hebben hij goet noch staet , nochtans zijn hij gheboren tot de werrelts heerschappij . 10 . als sulcken man een coninckrijck aenvaert , met slavernij sijn volck hij niet beswaert , Maer gaet hem tot de lantbestiering spoen , om aen sijn volck doren heerschen dienst te doen . 11 . als sulcken prins , rechtvaerdich waerdich hooft , Wart van sijn staet en coninckrijck beroven , t en deren hem niet , dat hij sich siet verlaecht , Maer t ' ongeluck sijns volxs hij beclaecht . 12 . als sulcken prins alleene trachten nae d ' eer Van t ' goet te doen aen t ' vollick tallen keer , en te besteen sijn leven en sijn doot tot welvaert van sijn volck in de noot , 13 . Dits t ' hoochste dat de sterffelijcken mens Vercrijgen can , en dit zijn Hectors wensen , van te besteen tot scha van sijn vijant Sijn leven en sijn doot voort vaderlant . 14 . Hector vercreech sijn wensen , en voor gewis geensins dees prins hier te beclagen zijn , Maer wij , helaes ! beclag t ' oud rijck , dat door sijn val vallen neder te gelijck . [ 4e. Handelinghe . ] 4e. Handelinghe . 1e wtcoomen"
73,"vervloect hand , en wel waerdich wt te roijen , die u besmetten met d ' edelste bloet van Troijen . vervloect voet , die de stout borst betrden Des vroomsten capiteijns , die asien hebben gèhadden . en ghij sijt me vervloect , ô overwreede ooghen , die sulcke moorderij t ' aenschouw cont gedoogen . en noch vervloecter sijt ghij , overwreet gemoet , Diet moord van mijn lieff haer aldernaeste bloet verdrag cunt . van wat geslacht sijt ghij geboren , Achilles ? dat de geen , die ghij hebben wtvercoren tot een schoonbroeder waert , ghij selve die vermoort ! Van meerder wreetheyt zijn innen oorloch noijt gehoren . helaes , Polyxena ! de moort hebben ick bedrijven . de schult hebben ick alleen , willen ghij die niet vergeven , en straffen mij nae verdienst , so ist met mij gedaen . als ick mijn Juffrou hebben , hebben icks laeten gaen . als sij haer lichaem boden om t ' dode te bevrijen , doen hebben ick haer niet in mijn tente willen lijen . als ick niet haer , maar sij mij om vergiffnis bden , doen sanden ick haer te rug met d ' ouder na de stadt . doen wild ' ick opter daet daer inne niet besluijten om t ' overleggen wat daer al wt conde spruijten . maer doren affwesen wert ick met veel pijns gequelen . nu routet mij , dat icken dus lang hebben wtgestellen . want als ick d ' een mael laten mijn gesichte dwalen in haar jonckheyts glans en in haer oog straal , Dranck ick haer beeltenis door d ' ooog in mijn borst ; een dranck , helaes ! die niet verslaet , maar scherpen de dorst . de schoone beeltenis nemen in het hert haer plaetse en maectent tot een kerck ; als een godinne staetse Daer op een outaer hooch , daer wert s ' erkennen alleen , en van de drang van mijn gedacht aengebeen . daer branden tot haer eer duijsent en duijsent toorts . staech sij mijn hart dwingen met haar blixem coorts , tot een begeerte van t ' geen haer gelijckend ' zijn , en dats mijn lieff , daer van zijn sij de beeltenis . Ghaet send ' u lieff van hier over veel duijsent mijl , sij hebben de booch , tis waer , maer ghij innen hert de pijl . wat helpen , Achilles , dat ghij haer van u veriaecht , als ghij haer beeltenis binnen innen t ' herte draecht ? ghij sents wech om u gedachtnis te bedriegen . hier sit sij in u borst , hier can sij u niet liegen ! hoe ghijs meerder poocht te stellen wen u sin , hoe ghij u veel verwarren in u beginnen min ! Automedon !"
74,mijnheer .
75,"ick hebben dees brieff schrijven , opdat ghij die terstont gaet aan mijn Juffrou geven . gaet binnen troijen nu dewijl het zijn bestant . draecht sorge datse coom behouden in haer hant ."
76,"ick gae , mijn heer , en salt volcomelijck bestellen ."
77,"helaes ! de vrees gaet mijn herte deerlijck quellen , begeerte geven mijn hoop , en dat zijn al haer gronden . de minnaer licht geloven t ' geen hij sich self ionden . ick hebben u vader staet , schoon Princes , bederven . u waerste broeder zijn door dees mijn hant sterven . als ghij innen leger waert , toond ' ick u luttel eer . als ick u houden mogen , sand ick u lijcwel weer . sijnt minneteekens dit ? helaes ! met groot reen Sult ghij mijn bieden ' versmaen en brieff met voet treen . waertoe zijn wanhoop goet ? hoe nu , Achilles , hoe ? betrouden ghij dat dan u beleefven Joffrou toe ? t ' Sal strecken tot profijt van al haer ondersaeten . haer ouder sul haer tot uw liefft bepraten op alderleij manier ; ist om u deuchde niet , 't Sal om t ' behouden sijn van t ' geen haer overschieten . t ' verlies haer brengen sou innen wterste bedroeven . dan , ick sal in mijn tent het antwoort gaen vertoeven . 4e. Handelinghe . 2e. wtcoomen"
78,"Autumedon hebben hier terstonnen een brieff brengen , mijn heer en vader , daer ick op te letten acht ."
79,aen wien ?
80,"maer aen u dochter ist , mijn vrou en moeder ."
81,geefts aen Polyxena .
82,"lezen gijs ' , mijn heer en broeder ."
83,"Achilles , die door min sterven , Edel princes , wie schoonheijt hem verwan , die wenscht u al t ' welvaren , dat hij derft , en acht dat al , dat hij u wenschen kunnen . mijn lyefde , die ' ck u draech so groot en ongemeeten , Meend ' ick , princes , door u affweesen te vergeten . maer laes ! gelijck een stat , die nae lang wederstant , snachts overrompelen en gesteek wert aen brant , Off de verwinner schoon de torts te rug gaet trecken , de brant laet daerom niet sich selven voort te strecken . de vlam voet sich selffs , en hem rontomme wennen , Soo lang daer huys off kerck off muer zijn overent . Also de min vlam , hoe wel ick u ontbeerden , en gaan daerom niet wen , maer daeglijxs sich vermeerden . die voelen ick in mijn borst nu van so grooten cracht , dat het mij seren verdriet , dat ick oijt hebben denken om u , princesse schoon , wen mijn sin te stellen . u , seg ick , die so licht mijn hooch gemoeden cont vel . Laet mijn stantvasticheijt in uwe min vol pijn u een versekering van mijn getrouheijt sijn . en mijn getrouheijt , die ick u betoon door desen , van mijn stantvasticheyt u een verseeckring wesen . dus salven Achilles hert , princes , met u genae , op dat het in het vuijr geen asch wert en vergae , Maer dat het in de aert de salamander keere , So dat de brant het selve voeden ' en niet verteere , op dat de brant innen hart en t ' hart in de brant Gedueren ewichlijck , u tot een offerhant ."
84,"Heer vader , hier ist al , wat dunct u van dees saecken ? wat salm alderbest hier in doch mogen maecken ?"
85,"onnodich lang beraet , want mijn sin zijn dit : Laetten ons weygren niet , dewijl hij om haer bidden . wij sien t ' quaet , dat ons quam door die hij bleeff versteecken . voorseecker sal de prins de griecken op doen breecken , als danckbaer van de gunst , oft so hij dat niet doen , Polyxena hebben tijt te temmen sijn gemoet , en sal hem metter tijt cunnen so wel bepraeten , dat hij vergeeten sal sijn toorn , en varen laeten . al swerelts cracht so licht geen hooch hert nederleijt als dees schoon Vrous vruntlijcke tederhaijt . indien Polyxena Achilles can bewegen , t ' Welvaeren vant gants rijck isser gans aen liggen ."
86,"ellendich coninxs kinen ! zijn dan t ' gemeen geluck alleen liggen aen u ongeval en druck ? in troijens hoochste feest onder 't gemeen verblijen Sult ghij alleen benaut in droefheyt sijn en lijen ? somen de plaag niet van de troijaens wal kunnen keeren dan door mijn verdriet en ongeval , Doot mij te goed van mijn vader ondersaeten , veel eer dan ghij mij sout slavinne worden laeten Van eenen , die mijn waerste broeder hebben gedoot ."
87,Dits t ' eenich middel om te comen wen de noot .
88,"Hola ! heer vader , so ghij Paris raet willen achten , ghij cunt hier in voorsien en stillen haere clacht . ick sal de grieck ontbien , dat hij hem vinden laet Gins in Apolloos kerck , die in de bossche staet , Daer ick hem loven sal mijn suster te doen trouwen , die oock sal komen daer met al haer staet Joncvrouwen . en als Achilles weinig sal op sijn hoede staen , Sal ick hem onversien daer op de plaets verslaen ."
89,en vrezen ghij niet de schant van dees verraderije ?
90,wie souden bedroch in sijn vijanden te crencken mije ?
91,"die werck van d ' eere maeckt , en schant en laster vrezen ."
92,"Eerlijck ist winnen , t ' sij door cracht off cloecke geest ."
93,die door bedroch verliezen en acht sich niet verwonnen .
94,"Off hijt soo acht off niet , wert niettemin verslon ."
95,de waere winst dat zijn t ' breecken van t ' svijants moeten .
96,waer blijven sijn moeten off macht breeck ick sijn hart verwoet ?
97,"al zijn Achilles doën , het heijr zijn niet dwingen ."
98,"weten ghij niet , vader , wat Apollo hebben gesongen ? dat Troija nummermeer sal gaen in slavernij , indien Achilles daer niet tegenwoordich sij . en nae sijn doot kunnen hijr niet tegenwoordich wesen . waerom besluijt ghij niet ? wat staet hier doch te vreesen ?"
99,"doen so , mijn lieffste soon , ick en sal lijden niet , dat anders dan ghij segen , in dees saeck geschiet . wreecken ghij mijn Hectors doën , wreect ghij mijn heete traan . Wreeckt Troijas nederlaech , gaet so de strate baan tot welvaert van u volck , en wtgang van de crijch . Wreect so de wreede smaet , die ick van droefheijt swijch ."
100,"Tsa , page , gaet de grieck terstonnen de bootscap draegen . segen , dat Polyxena verhoor willen sijn claegen , en datse tot een vrou van hem sal sijn getrout , So hij sich vinden laet gins in Apolloos willen . en ghij , vrou suster , in het een t ' samen comen , sullen hebben u hoochste goet en alderliefste nomen , en veijnsen off ghij seer tot hem genegen waert , waer door gelegenthaijt sal worden gh ' openbaert om doort geluckich stuck ons burger te verquicken . daerom een ijder gae terstonnen hem hiertoe schicken . 4e. Handelinghe . 3e. wtcoomen"
101,"choor 1 . Elck acht geluckich s ' prince leeven door weelden valschen blijck . hij , door dees meening selffs gedreeven , Waent niemannen sijns gelijck . maer laten hij eens het rijck en het gebied willich vaeren , en proefd ' off laechhaijt rust can baeren , de hoocheijt hij verachten sou als slijck . 2 . dat een gemeenen man beproeven t ' geen hij acht sulck geluck , wat sorg en angst een prins bedroeven , wat onrust en wat druck , hij achten beeter t'juck als een gemeene man te draegen , dan andren met het juck te plaegen . men oordelen onervaren in dit stuck . 3 . een prins willen datmen hem sal vreesen , en achten het selve goet , die selve vrezen gevreest te weesen . de nacht hem niet behoet , noch slaep sijn smart versoet . als al mensch rust raep , Ontsteelt het sorgen hem sijn slapen . dat elck gebuert , een prins ontbeeren moeten . 4 . wat hooch huijs hebben oijt prins genooten , dat niet zijn omgewent ? wat vintme doch voor hoog slooten , Diet oorloch niet en schent ? waer sietme doch ontrent het hoff de schaempt in eeren houwen ? gerechticheyt , huwlijcks trouw en sijn de groote hooven niet bekennen . 5 . het hoff dat volcht Bellona bloedich met haar roed ' in de hant . de hels , bose Fury woedich , die hoverdie plant , wie hongerig tante de groot doen hovaerdich raesen , Verslint de huijsen opgeblase en werpen de hoog prince neer innen sant . 6 . indien men t ' oorloch niet siet blincken , maer van bedroch affstaen , het groot moeten door sijn swaerheyt sincken , en t ' hooch te grond gaen . de schipper zijn belaen als goed winnen het schip gaet stijven , vrezen , het geluck t ' schip om sal drijven ; de hoochs toren veel de buijen slaen . 7 . de hoochste eijcken sietme breecken die in de bosschen staet . t ' geweer , wen jovis hant gestreecken , de hoochs berg slaet , het vet beest men gaet , niet t ' slechste om te dood haelen , bereijt men costelijcke maelen . wat vallen sal , fortuijn verhogen laet . 8 . best dueren matelijcke dinghen , daer t ' hooch haest vallen can . die maat noijt gaan overspringen , als een gemeene man , die noyt en schayen van de strant , bevreest de zee te naecken , roijt onder t ' lant , dat hij kunnen raecken , het hoochs luck alhier op aerden wan . 4e. Handelinghe . 4e. wtcoomen"
102,"Soo dees godin , veel hoog van manier als d ' ander goôn , beleven en goedertieren , met een genadich ooch mijn smert aensiet , Der god staet niet veel k ' acht als verwonder . k ' en vrezen de snel blixem noch de donder , benij Jupijn Ambroos en Nectar niet . terstont quam mij een bieden ' , van Paris affgevaerdicht , dat haer Polyxena niet lang veronwaerdicht t ' erkennen mijn trou , dat se sal comen nu gins in Apollos wout , waer van sij lang zijn schu . sonder mijn swaert , alleen , en hebben ick niet te schrome . maer hoe ? siet , daer ist hoff , tis tijt dat icker come . 4e. Handelinghe . 5e. wtcoomen Gentiel goddin , alleen besitster van mijn hert , schoon ziel van mijn ziel , meestres van mijn gedacht , wie schoonhaijts claar glans , en gracy mijn vercracht , als in de blonden strick mijn hert vangen wert , indien ghij niet aensiet de wreethayt van mijn smart , en stoppen u oor voor mijn al te sware clacht , van mij en hebdij niet dan droeffheijt te verwachten en de melijdeloose doot en d ' aerde swart . Maer gaet ghij tot gena u goedertieren wennen , en willen de trouw van u dienaer recht bekennen , verlossen ick worden sal van droeffheijt , sorch en pijn . mijn hert , dat door het vuijr soud ' lichtelijck verteeren , en sal dan nummermeer in assche cunnen keeren , maer in een schonen brant altijt onsterfflijck sijn ."
103,"aensien ' u lang vervolch , en aenstaen boven maat , hoe wel ick oorsaeck hebben , Achilles , u te haten , Sloech ick mijn ooog op u wijtberoemde duecht en op de schoonheijt van u fluxs stellen iuecht , de welcke ding , t ' sint dat sij mij wel geviele , Baerden een vreemd lusten vol onrust in mijn ziel , in veughen dat ick haest mijn toornicheijt vergden , en t ' rout mij , dat ick u so leed ' oijt hebben gehadden . tis mijn de groot pijn de werrelts te gedencken , dat ick oijten hebben denken , Achilles , u te crencken . naer ick mijn gramschap dan op gh ' offeren hebben aen w , coom ick , grootmoedich prins , als u dienaersse nu om op te offren voorts aen u alhier te steede mijn hert , mijn wil , en oock al mijn genegentheede . daerom , Achilles , willen ontfaen van mijnder hant , en gunstich nemen aen desen mijn offerhant , en mijn versekren , dat de lieffd ' met swaere plaag , die ghij soo lang tijt tot mijwaert scheent te dragen , Warachtich zijn en sal altijt gestadich sijn . waeraen te twijfflen vallen mij een soo swaere pijn , dat ick innen midden van mijn vlam bevries doren vreesen . dus maecken mij , prince , dat ick mach verseekeren weesen , Nae die de twijfel mij wel duijsent doon aendoen . maer waerom soud ' ick oock cunnen van u vermoen , dat ghij geveijnsdelijck sout sulcken liefd ' ontfang , Gelijck het herte van Polyxena hebben bevangen ? neen , neen , te kunnen niet sijn , neent seeckerlijck niet , hoe ? al droecht ghij mij oock gans geen liefd ' met al toe , weerliefd ' soud ' in u hert voorseecker coom wercken , als ghij de grootheijt van mijn lijefde maer cont mercken . mijn lijefd ' t ' sint haer begin nemen soo veel toe en wan , dat ickse met t ' denken nau achterhalen can . mijn lijefde zijn soo groot , en brant so ongemeeten , Achilles , dat ick selff haer grootheijt niet can weeten . het leeven van mijn lijefd ' en sijn geduerichaijten Sal niet van dach off wr , maer sijn van ewichaijt . So de verdienste van dit goddelijcke lijen u niet beweegen off tot waere liefd ' kunnen vlijen , en so Polyxena , s ' coninx van troijas bloet , door iemanden anders dan haer self bidden moeten , u door u ooghen schoon , Achilles , ick besweere , door wie godlijcke cracht mijn fel moeten vallen neere , dat ghij mij wedermint gelijck gh ' wterlijck tonen , en dat u lijeven duer mijn trou met trouw lonen ."
