turn,text
133,"vertrek uit dit gewest . want gy worden hier haten , gelyk de veege pest ."
134,"Wierd Jazon , toen hy eerst op Lemnos komen , verdreeven . neen , Eerelooze , neen ! gy bad my om de steeven Van Argos ; 't een schip , dat door een hard sloot op 't strand geborsten zijn , te stoppen , om geen nood te lyden , als gy 't spoor langs Facis stroom zoud baanen ; Jagy verdronkt , op 't land , in 't water van uw traaan , op dat gy niet by nacht in 't water van de zee , vol zand , verdrinken zoud : ik tonen my gereê , en hebben u in myn stad , ja zelfs , ik zullen het niet schroomen te zeggen , op uw trouw tot in myn bed genoomen : ja al de vrouw zyn met uw mans geparen . te lesten reizen gy naar Kolchos , wreed van aard , en keren met Medé , die gy ook durven trouwen : maar gy hebben uw trouw met haar , als my , houwen . nu staan gy naar Kreüs , waarom worden ik versmaden ?"
135,"Gy zyt van my noch van myn volk , uit nyd noch haat , verlaaten , maar men hebben uw stad uit schrik begeeven ; want uw Mans , die gy de moordsteek hebben gegeeven , Verscheenen ons by nacht , met fakkel in de hand : hun moordwond tonen aan ons het lillen ingewand : men horen anders niet dan klaag , kermen , zuchten , doormengen met wee en wraak , dat ons voor ramp deê duchten ; het hair rijzen ons te berg , en 't hart ontzinken de moed ; Wy waaren alzo nat van zweet als zy van bloed . de schrik voor nachtspook kunnen de stout man verzaagen ."
136,"hebben gy de stier , en de fel draak verslaagen , en vreesd gy geest ? neen ! het zijn looog wat gy zeggen ."
137,"wy vrezen voor geen Geest , wy hebben grooter recht om u te wyken , want zy hebben ons doen hooren , dat gy uw twee mans , als hen , in 't bloed zullen smooren . een die men kwaad voorzeggen behoren het kwaad te ontgaan ."
138,een moedig krysheld laten zich van geen Nachtspook raân .
139,de raad de geest zijn by wylen goed bevinden .
140,een hart vol moed'loosheid zijn licht door vrees te wonden .
141,een die voorzichtig vreesd betoond zyn schranderheid .
142,wie zonder oordeel vreesd worden van zich zelf verleiden .
143,wie 't een kwaad gelukken zijn noit in top gereezen .
144,wie stand houden in zyn trouw behoeven geen kwaad te vreezen .
145,een vrouw die dertel zijn veranderen licht van lust .
146,"mgen ik myn lust voldoen , myn vuur worden draa blussen ."
147,wat eischt gy ?
148,"dat ik mogen na wensch myn wraak verzaden , Verwaandste en lafste Griek , ja , kwaadst van al kwaaad , ik zoek myn heete lust te blusschen in uw bloed . Gy zyt niet dan een vat vol alzem , gal en roet . Gehaate mensch : hoe ! mensch ? ô neen ! ik hebben misdreeven , Hy zijn verdwalen ; die u de naam van mensch durven geeven : Gy zyt in 't Noorden van een sneeuwbeer voortgebraggen , en op een ysklip , in een naaar duist're nacht , Van ongedieren gezogen , tot schrik van land en steeden , de afbeelding maken geen mensch ; de mensch bestaan in reeden wie zonder reeden leeven betoond zich als een beest . Gy hebben niet dat een mensch gelykt dan uw lezen . de lezen zijn als een schors van vruchtelooze plant ."
149,"Voort , nicht van Bacchus , voort , met al uw nachtbacchant , zo woest als vol van wyn , vertrek van Kreons wal ."
150,zullen het Heir vertrekken ? neen ! Hypsipyle houden stal .
151,hoe durven een vrouw heir een stad vol man tarten ?
152,"het Zyn vrouwe lichchaamen , maar vol van man hart . de dapperheid bestaan in eene strydb're hand ."
153,waarom zyt gy niet eer gekoomen in dit land ?
154,wie streng willen wreeken eischt eerst tyd om rijden te weezen .
155,een die zyn starker tergen hebben al kwaat te vreezen .
156,"Myn wraaklust staan zo vast , gelyk een koop're muur . kunnen ik het vrouw heir veranderen in vuur , in Toortzen ; Fakkelen , in gloende zwaveldroppen , in Spietzen , Sabelen , in Pylen scherp van doppen ; in al wat volk vermoorden , en starke steên verslind ; Wy zullen van de lucht neerstorten op Korint , en zo lang woeden tot dat alles worden verslonnen ; zo worden myn vyand zyn geil bruid verwinnen : maar zo dit wreeken aan myn wraak geviel te laf , dan zullen ik bidden dat 't Heelal uw ramp verschaffen , zo groot , dat gy geen heil , by iemand , weten te vinden ,"
157,"de gramschap van een vrouw zijn dolder dan de wind , die van hun keten losbarsten , en door de aard Verwoed uitbreken , dat een gruuwzaam onheil baard . voor Bosschen , Bergen , en voor scheepen op de Vloeden . Wyk Mannenmoordster , wyk , gy zyt te fel aan het woeden ."
158,ik hebben myn man doden om huuwlyks schendery .
159,Gy hebben het lyf verbeuren om uw tieranny .
160,"ik hebben de dood verdienen , dit kunnen ik niet ontkennen : vragen Jazon , om wat kwaad , dat my de dood mogen schennen ? om dat ik u , ô spyt ! het leeven hebben gunnen : want hebben ik u by nacht , op het bruiloftsbed , de punt Van 't zwaard in 't hart drukken , dan zullen ik heilzaam leeven . een huuw'lyksschender , mogen men , eer hy het denken , doen sneeven . Myn bruiloftsdag , ô ramp ! verscheppen zich in een nacht ."
161,"nooit zijn zo boos een vrouw , als gy , in 't licht gebragt ."
162,"ik zijn heel boos , het zijn waar , maar het zyn ook booze tyden ; 'k Ben op myn zelve boos , hier helpen geen tegenstryden , om dat ik my op u niet boos genoeg betoon . een vorstely vrouw verdragen geen huuwlykshoon ."
163,"Gy hebben voorheen gezeggen , ô wreedst ' van al wyf ! Wy hebben slechts een ziel in twee verscheide lyf , nu dreigden uw zwaerd myn hart . hoe ! draaid Fortuin haar wiel !"
164,"hebben ik 't geluk dat wy niet dan een enk'le ziel te zaaam hebben , dan zullen ik my daadlyk wreek ; want ik zullen deze punt dwars door myn hart heen steeken , zo braken gy met my uw leeven in een staan ; ik vrezen geen dood , zo gy kund sterven door myn wond : Dies wachten ik u in 't veld , in spyt van al ramp ."
165,"ik rukken het volk by een , om in het veld te kampen . o Juno ! trouwvoogdes , begeef u tot de straf : Vergun dat ik korint , door krygstuig , tot een graf Van gloeijen puin , met bloed doormengen , voor hem mogen maaken , 't begin van wederwraak behoren men niet te staaken . wie half willen wreeken geven zyn vyand heele kracht . slauw gezicht op het Heir , wy steunen op uw magt . vier tooneel ."
166,"de lucht ontsluiten zich ; welk een luisteren zien ons ooog ! wie daald hier op een paauw , omheint van reegenbooog ? het zijn Iris , de Bodin van Juno , tot ons heil . hypsipyle , ik komen , op uw gebeên , van 't steil Gewelfzel daalen , om uw ongeval te ontvouwen : Gy zullen , zo gy hier blyft , ô koningin de vrouw , door het krygsvolk sneuvelen in 't heet van 't gevecht . dat gy naar weêr wraak trachten bestaan in wettig recht ; maar uw Mannemoord hebben Junoos wraak doen branden , een vrouw hebben nimmer recht om man aan te randen . begeven u weder scheep eer Jazon u verrassen . hoe ! zullen ik wyken ? neen , myn gramschap staan te vast . de dood van Jazon zijn met ons dood beschooren : Laat my vry sterven als ik in zyn bloed mogen smooren ; nooit sterven men liever dan van zijn vyands bloed bespatten . Vyfde tooneel ."
167,"van deze Tooren , die de noordzy van de Stad voor borst weêr diend , zien wy het leger van de vrouw ."
168,ik hoop myn Jazon in het harrenas te aanschouwen .
169,ik zien het Hofgezin verschynen op de Wal .
170,men wachten het krygsvolk best in 't naast gelege Dal .
171,"hier komen myn Bruidegom , wapenen met zyn deegen . en glinsterend schild , ik wensch aan hem de zeegen zo worden myn bruiloftsdag heel Grieken door beminnen . zes tooneel ."
172,"beroemen Burgers , van het magtig korint , het schynt schandelyk dat wy een vrouw Heir aanrannen : maar het zyn moordres , en van wie ? van haaar man . wie eigen Mans vermoorden zullen vreemd niet ontzien . laten ons de Hoofdmoordres het punt van het lemmer biên , eer dat zy bystand krygt van haaar bondgebuuren . Wy moeten haar , in 't oog van de opgesteege muuren , in 't Dal verdelgen tot een luisteren van de stad . het veld moeten deze dag , door het oorlogszwaard , zo nat van 't bloed de vrouw zyn , als 't hof van bruilofswynen . dat wy in het harrenas , in het open veld , verschynen , zijn niet uit boosheid , maar door het parssen van de nood . ik zien haar heir alreê op de oever van de dood , en wy op de een trap van het stervelooze leeven . wie recht en magt hebben dienden geen vyand tyd te geev en , of hy verliezen zyn recht , zyn magt en tyd gelyk . laten ons dan vaardig zyn , om het Heir in deze wyk in 't bloed te smooren , dat men door 't gevecht zullen plengen . ik willen myn huuw'lyk myrt met krygslauwrier doormengen . men steek de veldtrompet , op dat ik het heir verniel ."
173,"houden stand , myn Bruidegom , houden stand , myn half ziel , ik willen met u te stryd , om my met u te waagen : zullen gy een staaal helm op uw hairen draag , en ik een roozekrans ? dat ly ik nimmer , neen ! zo u een vyandin , als dol , te moeten komen treên , om sabel , speer en pyl , op uw borst te vellen , ik zullen my , vol van moed , voor uw boezem stellen , en keeren wat u dreigden , als een getrouw bruid ."
174,"Kreüza , houden u stil , en dragen u als een Spruit Van koning Kreon : laten uw Jazon haar bespringen ."
175,ik zien de Legers op elkanderen indringen .
176,het schrikk'lyk veldgeschrei en stof vervullen de lucht .
177,"staan , Hoofdmanninnen , staan ! of het heele leger vlugt ; ik staan hier op een berg van mann ' en vrouwe lyken ."
178,"Voort , steken de Vloot aan brand , eer zy na strand toe wyken ; Zy vechten zonder hoop , de zeege lachen ons aan ."
179,"houden moed , myn Heir , houden moed ! op hoop van lauwerblaân ."
180,"o vader Mars , versterken de pronk van al Grieken . komen , vlug mingod , komen en leen my uw wiek , zo vliegen ik by de prins , in 't aanzien van de moord ."
181,het leger wenden zich na de groote Zuiderpoort .
182,"de scheepen branden , want ik zien de vlamme blaaken : de rook , vol vonk , spreiden zich langs de blaauwe daaak : Gelyk toen Faëton , als dol , aan't hollen zijn . het leger zijn vergeefs in 't blank harrenas , ja het hoeven van nu af op geen vrij vlugt te denken ; het zullen op 't land in bloed , of in de zee verdrenken : het hebben geen middelpad , het wyken zijn doen ."
183,"Myn dochter , laten ons naar de haaventoor gaan , daar kunnen men 't leger het dan van deez ' poort beöogen ."
184,"pimool en Pilades , betoon uw krygs vermooog ; doorsteken Hypsipyle , zo worden het heir vertreên ."
185,"houden ! zullen Hypsipyle door het lemmer sterven ? neen ? toef , toef , myn Hoofdman , toef ! betoom uw wreede vlaag ; haar sterven zullen myn hart tot in myn ziel doorknaag ; en zoo ze in het leeven blyft worden ik van haar doorboren : het een raad my tot genaâ , en 't ander tot de moord . wie wys en magtig zijn moeten buiten vreeze leeven . op , op , myn Hoofdman , op ! Hypsipyle moeten sneeven . het vonnis zijn vellen . hoe ! zullen zy sneuv'len ? neen ; 'k zijn meêr aan haar verpligt , al hebben zy my bestreên , dan aan myn vader , zy geven my , uit teed're liefde , het leeven , toen myn ramp het meêdoogen hart doorgrieven , het zijn billyk dan dat ik my voege tot genaâ . toef , toef , myn Hoofdman , toef ! zy zullen dan leeven ? ja : waar blyft Kreüza dan , van het huuwelyk versteeken ? zullen ik myn eed met haar , om de een trouwëed , breek ? een die zyn eeën breken worden van elk een haten . maar die een kwaaden eed willen houden , plegen meêr kwaad , dan die zyn eeën breken . met wie zullen ik het houwen ? hier naderd my Kreüze , en maand my aan tot trouwen ; daar komen Hypsipyle , die ik te schelms bevechten : voor deze pleiten de min , voor die de band van de echt : zo ik de min verstoot verval ik in ellende : zo ik myn echt vergeten zullen my de straf schenden . o nood ! die vaardig raad , span uw vierschaar aan : zullen ik Hypsipyle , door 't zwaard , in 't graf doen gaan , of vlucht voor Kreüz ? men moeten geen liefde vluchten . wie dat zyn vyand dood hebben voor geen kwaad te duchten . de nooddwang raad my best . op , op , myn Hoofdman , op ! Verdelg Hypsipyle ."
186,wie staan hier na myn kop ?
187,"ik stoppen myn oor , of myn boezem worden bewooog . het kermen van een vrouw hebben overgroot vermoogen . Zy moeten , spyt eer , spyt eed , spyt trouw naar de afgrond gaan . zeven tooneel . ik wensch de prins geluk , die zwaai de zegevaân . wat hebben gy voor bewys om op uw woord te bouwen ?"
188,"ik hebben Hypsipyle het hoofd van het lyf houwen , Gelyk gy daar kund zien . daar leggen die oorlogsbuit ."
189,"zijn dat hypsipyle , myn altereerste bruid ?"
190,"dat zijn zy , die zo stout op Kreons Krygsvolk woede ."
191,"zijn dat hypsipyle , die my in nood behoeden !"
192,ik hebben de vonk van haar wraak in bloed doven .
193,"och ! och ! Hypsipyle ! helaas ! het zijn haar hoofd ; Zyn dat de lip , daar , ik nektar uit komen haalen ? ik zien uw ooog : maar ik vinden geen held're straalen . de roos en lely zyn op uw kaak verdorren . uw hair , daar gy myn hart aan 't u meê hebben gorden , hangen vol geronne bloed , doormengen met vuil zand . Gy hebben geen schuld , ik zelf hebben haar , door uw hand , de gorgel afgesneên . o lydeloos bedryf ! komen , stoten uw zwaard , dat rood van bloed zijn , door myn lyf , ik hebben met haar leven , en willen ook met haar sterven ."
194,Mind gy een Schepzel dat haar man het licht doen derven ?
195,"haar man hebben zulk verdienen , want hy zijn valsch van aard ; Zy hebben haar vader , dat geen ander doen bewaren ."
196,een vrouw behoren haar man voor vader te beschermen .
197,"ik horen , helaas ! ik horen , ik horen haar deerlyk kermen ! Voort , halen haar lichchaam , voort , en voegen het by haar hoofd ."
198,het lichchaam zijn vertreên en heel van glans beroven .
199,"zo halen haar schim , of zijn ' er meêr dan schim te vinden , zo voegen het by elkaâr , ik zullen my onderwind natuur te dwingen , dat zy haar het leeven ven ."
200,begeren gy dat een vrouw ....
201,ik willen dat zy weêr leefd ; en wie hier tegenspreken worden van myn hand geschonnen .
202,"die gy in het leeven door uw lemmer hebben verwonnen , Verwind die u , nu zy door 't zwaard verslaagen leiden ?"
203,"op , leger , Hoofdman , op ! en krab uw borst , ja schreid , en ruk uw hairen uit , om Jazons aâm te smooren , ik willen niet leeven nu zy het leeven hebben verlooren : ik hebben het zwaard wetten , gy gaaft niet dan de slag . o trouw bedgenood ! ik hebben de staaal dag , op het aanbeeld van de moord , tot uw bederf doen smeeden ; het staal hebben door uw hals tot in myn hart gesneeën , twee moorden met een slag ! wie hebben dit ooit horen ? o dubb'le Moordenaar ! ik hebben myn vrouw vermoorden . een die zyn vrouw vermoorden hebben gruuwelen bedreeven . een die zich zelfs vermoorden zijn vyand van het leeven . wie het leeven tenstreven betoond zyn heilloosheid . hoe zullen dit klinken als de Faam dit kwaad verbreiden ; prins Jazon , hebben het Veld door zyn geweer behouwen : maar hy verwon een heir van weerelooze vrouw . o schand ! ô smaad ! ô spyt ! en boven dit gemoed , hebben hy zyn vrouw , het zijn schelms , doen smooren in haar bloed . al wat ooit wreedheid was moeten voor myn wreedheid zwichten ."
204,"wie vyand verdelgen , bewyst niet meêr dan pligte . Gy hebben uw pligt voldoen ."
205,"o hoofd ! dat vrouw Natuur Van Roozen , Lelien , Robynen , Paerlen , vuur , Yvoor en gontdraad , op het konstig ' , weten te vormen ...."
206,"ik zien Kreüz van veer , die spreken van het zeegbaar stormen ."
207,"och ! waar ik met myn schip zinken by uw Strand , zo leed gy , tot myn lijden , geen schipbreuk op dit land : maar gy hebben my redden , op dat ik niet zullen sneeven ; en zelf zijn ik de klip daar 't schip van uw leeven zich op te barsten stoten , ja , gy zyt in de zee verdrinken van uw bloed : weê my ontmenschte , weê !"
208,"hoe ! mind gy die u haat , en schelden als een ontzinde ?"
209,"dit zijn een teken dat zy my oprecht bemind . Voort , halen het gulde Vlies , heel Griek en door geloven , ik zullen ' er dit Juweel , dit kostelyke hoofd opzetten , als de zon in zyne goude zaalen . een held're diamant behoren in goud te praalen ."
210,Gy weten dat de eerst min door de andre wort verzetten .
211,"Voort , vliegen na Hyble , zelf naar Pindus en Hymet , Drie Bergen die de Lent beschilderen hebben met bloem ; en plukken de schoon van al die men schoon moeten roemen , en vlechtze tot een krans , om op dit hoofd te staan , maar brengen noch lelien noch versche roozeblaân ; want zy verstrekken de Roos en Lely al vrouw ."
212,o allergrootst Griek !
213,"Staaf , of het zullen u rouwen ."
214,"ik laten u hier , ô prins ! nu gy het begeren alleen ."
215,"vruchtbaarende Aarde , zinken gy niet voor Jazons schreên ? ik zijn veel zwaar van vervloeken afgryslykheeën , dan uw lichchaam vol van Bosschen , Bergen , Steeden . Voort spalk uw kaaak en verslin my in uw borst : het Aardryk schrikken voor my , om dat ik schelms bemorsen en dronken zijn van 't bloed , dat ik langs 't veld deê bruissen . gestarnde Wonderen , ontsluiten uw wapenhuis , en lossen uw wraakgeschut op Jazons heilloos hoofd . hoe ! zijn dan al wraak , en het schrikk'lyk vuur doven ? het schuuwen alles my , het licht verduisteren door de damp . Onmeetelyke Zee , die my aan boren dorst klampen , toen ik naar Kolchos varen , span al de kragt aan die gy te zaamen braggen , toen gy , o groot bestaan ! de Waereld in uw schoot van golleven komen domp'len ; uw zout vloed moeten my alleenig overromp'len : want ik zijn boozer dan al het Aardryk zaaam zijn : de Zee vertrekken van angst , zy vrezen haar zout plas , zo zy my overstelpen , voor eeuwig te besmetten . willen de aard , noch hemel , noch de Zee dit lyfverpletten , zo zullen ik , door vergif , of strop , of staal , het pad Van Pluto zoeken : neen ! want in zyn gloênde stad zullen my Hypsipyle by Radamant aanklaagen . waar dat ik my begeef ontmoeten ik niet dan plaag ."
216,"ik bidden ontveins uw min , of gy ontdekken uw hart ."
217,zo ik myn min ontveins verdubbelen ik myn smart .
218,Kreüza zullen uw smart verzachten door het trouwen .
219,"de man , ik beek het , zyn slaaven van de vrouw . ik doen , zo ik ontveinzen , myn eerst min geweld . acht tooneel ."
220,"MYn Jazon , leeven gy noch ? hoe zijn het in het oorlogsveld ?"
221,"wie vol van moed begind zullen endelyk verwinnen . hier zien gy het bloedig hoofd , van 't hoofd de vyandin : dat haatelyke hoofd , dat hoofd , gelyk een gryns ; het hair zijn , als een trots van slang , vol fenyns ; dit hoofd zijn afrukken op 't bakkes van Meduze , ontfang deze offerhande , alwaardig Kreüze , tot zegenteken van myn overwinnen zwaard ."
222,"landloopster , steedeplaag , die niet dan onheil baard , Gy hebben geen enk'le trekken die Jazons hart kunnen trekken : ik zullen uw aangezigt met slym en gal bedekken , en krabben uw kaak met scherp nagel op ; ja boor de ooog met myn vinger uit uw kop : het lust my met uw tong op het allerfel te stryden : o bits en bitt're tong ! ik zullen u te keel uitsnyden , en prikk'len met een priem , en zo het uw geest gevoelen , zo worden myn heete wraak , tot in het hart verkoelen . een die zyn wraaklust koeld kunnen loff'lyk zegevieren . negen tooneel ."
223,"o Overdapp're Held ! gy hebben de Lauwerieren , Gelyk Kreüz ' , verdienen door uw strydbaarheid . ik willen dat uw bedryf door Grieken worden verbreiden , en zo men dit verzwygt zo zullen het de Faam vertolken . een loffelyke daad verspreiden zich door de wolk ."
224,Wy hebben het heir verdelgen tot luisteren van uw Staf .
225,gaan wy na de offerkerk en danken die dit geven .
226,"drie bedryf . vertooning voor het drie Bedryf . daar zien men Plutoos Hof , ruim in zyn ommegangen , het geen duizend poort telden , om duizende te ontfangen , de booze Helhond steken drie hoofd uit zyn hol , en bast geduurig met drie keelen luid en dol . de steen van Sisifus rolden eeuwig op en neder ; Ixion worden aan het rden wentelen heen en weder ; en Tantalus ontzakken de stroom in deze grond , en de appel boven het hoven ontglippen zynen mond . daar zien men Tisifon , door endelooze wrokken , Zyn hairen schudden , vol van kronk'len adderlokken . Gints staan Prometheus , die oneindig worden plagen , om dat zyn lever groeid terwyl zy worden knagen . Medea , die door wraak en wanhoop zijn ontsteeken , Soekt , uit een euv'len moed , van echtbreuk zich te wreeken ; Zy roepen de hel tot hulp , daar ze onversaagd in daald ; waar door zy Jazon , in zyn kwaad doen , achterhalen ."
227,een tooneel .
228,"hier zyn wy in 't gezicht van Plutoos yz're muuren , Omheint van Stroomen , die doormengen met zwavelvuuren , de lucht benevelen van het onderaardsche Ryk : de vlam en rook vertonen hier nacht en dag gelyk , twee vyandin die elkander fel bestooken : het grimmeld overal van yzelyke spooken , hullen met Slangen , en met fakkel in de hand . ik zien , waar dat ik komen , een gruuwely stand ; De Poel zijn magtig om afgryslykheên te teelen . ik treê maar onverzagen , op lyken , bekkeneelen , Doodshoofden , schinkel , en geraamte , vuil bekladden . het dor strandbosch zijn van brein en bloed bespatten , doormengen met traaan , merg , en woedend fenynen . laten and're schrikken waar dat gruuwelen verschynen , ik zijn , door dit gezicht , tot in myn ziel , te vreên . wie Tovery beminnen hebben zucht tot gruuwlykheên . komen , gaan wy naar de poort vol grendelen en kram , die Herkles met zyn knots , spyt Cerbrus op komen rammen , en streven ver tot daar hy het heiligdom Van Pluto hebben ontdekken : ik zien een dicht drom Van Spooken naad'ren , om te koomen in deze oord : de staaal poort deur zijn heel rood van mensch moord . hier woond de bitze nyd , die niemand zeege gunnen ; daar het yzer oorelog , dat door de scherp punt Van haaar sabel 't bloed de volk weten te zwelgen . gints wonen de Tweedracht , heten op steeden te verdelgen , wapenen van de Twist : in dit haten gewest Verschynd de koud dood , en overheete Pest , haar veegste dochter , die haar schicht wel laten verroesten , maar als 't haar moordlust willen meêr lyken weten te oesten in eene dag , dan al haar zuster in een jaar . al wat de mensch bestormen verschynt hier by elkaâr . het Lusthof van de Poel hebben lust in heilloosheid . Twede tooneel ."
229,"wie naderden plutoos poort : om in zyn Ryk te treeden ? ik zijn een sterflyk mensch , en zoeken na Charons boot ."
230,"staan af , ik zeggen , staan af , hier wonen de fel dood ."
231,zo zijn ik niet verdwalen ; die laten my binnen streeven .
232,wie brein hebben zullen zich niet in Plutoos Ryk begeeven ; hier binnen worden niet dan heilloosheên verbreiden .
233,wie hulp in de Afgrond zoeken ontzien geen heilloosheid .
234,hier horen men anders niet dan schrik'lyke gerucht .
235,"het jammeren geween , het overnaaar zuchten , en het gruuwzaam tandgeknars zijn my een schel klank , al wat vervaarlyk klinken dienen my voor maatgezang ."
236,wat zyt gy voor een mensch dat gy ons komen bezoeken ?
237,"ik zijn Medea , die de spooken op kunnen vloeken ."
238,nu komen ik uit myn hol : wat hebben gy te gebiên ?
239,"Stamp met uw riem op de aard , zo zullen gy wond'ren zien ."
240,daar stampen ik dat het kraken van binnen en van buiten .
241,zien gy uit uw riem geen versche roozen spruit ?
242,"hebben uw kunst meêr kracht , zo doen my meêr bewys ?"
243,"ik zullen deez ' dor boom , door het raaken van een rys , verscheppen in een mensch . nu zien gy rap leeden ."
244,drie tooneel .
245,"waar zijn ik in wat oord ? ei ! moeder , geven my reden ."
246,"Gy zyt hier voor de poort : verzinken , eer ik u dwingen ."
247,al wat gy hier vertonen achten ik noch voor gering .
248,"nu staan gy met uw voet op Ida , ryk van boomen ."
249,o vreemd wonder ! wie durven hier na koomen ?
250,"hier zien gy Venus , heel omheint van minnegoôn , daar toond zich Pallas , die een helm , in plaats van kroon , op het hulzel hebben ; zy zijn verzellen met zanggodin : Gints naderden Juno daar men schatten door kunnen winnen , Zy hebben de Rykdom , en haar Iris aan haar zy ; en dit zijn Paris , die de schoon van de dry Den gouden Appel geest , daar trooijen door verbranden ."
251,"ik wraken de glans van 't licht , die toon my Plutoos stranden ."
252,"nu hebben gy , naar uw wensch , de Poel weêr in het gezigen , o groote toveres ! ik zijn aan u verpliggen : ik zullen u voeren daar de zwart spooken krielen : zelf daar hypsipyle , gevolgen van vrouwe ziel , die ik in de Afgrond braggen , voor Radamant zullen staan . Laat my van het gloeijend strand in uw veerboot gaan . nu zyt gy in myn boot , om over Styx te land : de baaren , die gy om de steeven heen zien branden , Zyn vol van zwavel , harst , salpeeter , pikken , en teer . Medea , houden u stil , ons naakt onstuimig weer . Wy nad'ren Plutoos Stad , ik zien de poort verschynen ."
253,"zien Cerberus , die stout zyn kop , vol fenynen , Afgryzelyk verheffen , tot noodweer van de poort : Zyn ooog zyn vol vuur , zyn klaauw graag naar moord : de hairen grimmelen vol Slangen , scherp van tand : Hy braken , nu gy hier komen , zyn gloeijen ingewand , door zyn drie keelen , om dat gy te rug zullen gaan ."
254,"ik durven , op hoop van hulp , het allerstout bestaan . vier tooneel ."
255,"wat zyt gy voor een vrouw , dat gy aan Styx komen stranden ?"
256,"ik komen uit Grieken , een de trouwelooste land ."
257,hoe komen gy dus bebloed in de onderaardsche Kolk ?
258,ik zijn om hals gebraggen van Jazons Oorlogsvolk .
259,"wat reden gaven gy hen , dat zy zich zo verstoren ?"
260,nooit hebben men reden om de vrouw te vermoorden .
261,een vrouw die zich vergrypt hebben tegen 't recht misdoen .
262,waar man rechter zyn kunnen 't vrouw volk niet bestaan .
263,"komen , nader , om uw naam en uw bedryf te ontvouwen ."
264,"ik zijn Hypsipyle , de koningin de vrouw , die de opperryk staf van heel Lemnos hebben zweien ; een Eiland dat euroop van Azien afscheid , in 't oog van Athos en de hard tracer stranden , waar dat Vulkaan zyn smits , die Etna tart in 't branden , Zyn aanbeelden van staal en gloeijende oven steldlen : Het landschap schudden en kraken , en daverden door 't geweld Der mookerslaag van zyn grofgeschonkte reus : als vader Jupiter , om het boos geslaggen te kneuzen , Zyn stompe schicht , vol vuurstraalen , vlam , vol staal en moord laten smeeden , komen hy uit zyn hooge zaal , tot roem van 't eiland , in Vulkanus smitsberg daalen . laten Kreeten met het graf van Jupiter trots praalen , Wy pronken , met groot recht , met ons gloende kolk . veel land zyn bekend , door de ondergang van 't volk ; maar Lemnos hebben haar saam , door kracht van kunst , genooten . de poort van de Afgrond worden door ons met grendelslooten en keten bezorgen voor Herk'les trots geweld . dies mogen ik gaan , met recht , in uw gelukkig Veld ."
265,Gy moeten ons reeden van uw gruuwzaam moord geeven .
266,"ik hebben nooit moord doen : maar al wie and'ren het leeven beroofden , hebben ik fel doen straf door het staal ."
267,"Gy hebben uw echt man ; in 't midden van de zaal , en al de vrouw die uit and're Gewesten op Lemnos kwaaam , eer gy uw bloeddorst lesten ! met haaar zoon vermoorden ! wat maken u zo verwoed ?"
268,"toen het steenig tracie , zo schelms als wreed van moed , ons volk , met grooter winst dan het haar door zee zien vaaren , beginnen het myn scheepen , die vol ryken waaren waaren , in spyt van het vreêverboud , te rooven door gevecht . een heiloos Land ontzien noch Zee noch havenrecht . wie zucht tot rooven hebben verbinden zich aan geen eeden . ons volk hier door getergt , en hart op 't hart getreeden , Begafzich endelyk , door nooddwang , in 't geweer . minerve grijpen noch nooit zo vaardig na haar speer , noch Mars naar het oorlogszwaard , noch Jupiter , ervaaren in het schicht werpen , toen zy al dwingen waaren Testryden met het heir de reus , grof van leên . Wy hehben het zwalped Nat al bruizende door sneên , en tracie , met magt van wapen , overvallen : de roover wierde diep in 't puin van haaar wal begraaaf , tot een schrik van al die zeên bevechten . een die rechtvaardig woed , bedienen getrouw het recht . te lesten keeren de vloot , vermoeid van man moord , met roof van vrouw en kind , tot ramp van Lemnos oord ; want deze vrouw , haar slaavin , maken al de man van ons Land , ô yinnig ongeval ! tot slaaaf van haar lusten , en telen end'lyk kind'ren , toen hebben wy de mans , om 't overspel te hind'ren , met hun by wyven en de zoon , dat haat'lyk zaad , op eene nacht verdelgen . nu weten gy het noodig kwaad ."
269,"hoe ! staan gy 't moord toe , daar gy straks tegen , blast ."
270,"neen , ik beek dat wy al de overspeelder sraffen ."
271,de straf op overspel mogen slechts by 't recht bestaan .
272,"ik zijn het hoofd van 't recht , en hebben hen recht doen ."
273,"echtbreeker staan te straf , maar niet van eigen vrouw ."
274,wie overspeelder straffen behoeven geen maat te houwen .
275,wie zonder oordeel straffen vervallen in 't zelfde kwaad .
276,de hand van een Vorstin gebruiken haar eigen raad .
277,wie wreken in schyn van straf worden zelf tot straf verweezen .
278,vorstin hebben voor geen hooger magt te vreezen .
279,"wie 't volk aan wet verpliggen , verpliggen zich zelf aan wet ."
280,een koningin worden nooit zo naauw een park opzetten .
281,het passen geen vrouw haar man de gorgel af te snyden .
282,wie fier zijn kunnen geen vreemd op haaar bedkoets lyden .
283,de bylust van een Vorst hebben in het Hof groot recht .
284,wie buiten het huuw'lyk mind vergrypt zich tegen de echt .
285,een die haar man vermoorden schend huuwelyk en leeven .
286,"wie Schelmen 't licht beroven , hebben geen geweld bedreeven ."
287,gehoorzaam ons gebod ; hier mogen geen twisten zyn .
288,daar 't recht gê reden lyd zijn 't recht geen meêr dan schyn .
289,een die beschuldigen worden behoren niet stout te spreeken .
290,een die zich vry bevinden behoren ook niet te smeeken .
291,weten gy wel wie hier zitten ?
292,weten gy wel wie hier staan ?
